id,price,moonRank,💎 score (%),storeURL,Background,Big Item,Floor,Floor Item,Grand,Room,Small Item 1,Small Item 2,Story,View,Wall,Wall Item
380-1,1.8,1407,89.83,https://magiceden.io/item-details/CdKXGq6Bt9aWEXXuFTShXk8U4dAsJ5rLBhnMgju3JgLt,Yellow,Treadmill,Glass,,,1,Barbell,Waterbottle,380,Green1,Futuristic Panels,Binaryclock
380-17,2.95,8595,49.39,https://solanart.io/search/?token=Gszhoa7MybX1d3jDY1XDSvwaenCf3UYpm9msR1aVRfsd,Black,Ratchet Couch,Lavarock,,,17,Cartire,,380,Red,Futuristic Panels,Neon Gm Sign
380-13,6,6453,27.51,https://solanart.io/search/?token=Ep1xtd6bgzn2wQYZqiguQeeNPsmiaye4bo6amUWMqsbh,Black,White Bed,Black Wood,Baseball,,13,,,380,Pink,Green Crystal,Ice Clock
380-5,42,6272,0,https://solanart.io/search/?token=DsH8e9Xcot69v5ku2Az3injEpXhE1Ca7xR1y3z5MRBTK,Blue2,Gray Cornered Desk,Mud,,,5,,Shark Acquarium,380,Orange2,Blue Crystal,Gold Clock
380-7,50,4407,0,https://solanart.io/search/?token=4oNaTkijMVX8RqQhXy7qTD1LmR7LzriCoKzmsqU45fkr,Purple2,Purple Cornered Couch,Dirt,Fish,,7,,Modelplane,380,Orange1,Silver Bricks,Sol Marble Sign
381-4,1.9,8214,61.42,https://solanart.io/search/?token=J1j41Rft4GMDYRXFcQ4aqNTcoJ1qFMxzueoLWEm8wxCV,Purple2,Tiedie Bed,Brown Wood,Bananas,,4,,,381,Peach,Darkgray Smooth,Ice Clock
381-17,10,1035,9.33,https://solanart.io/search/?token=4kksYSM7Xtv5kAmJT7JMnfQLZPE6G7pyCygGHYvTxkoD,Green2,Brown Round Table,Void,Rocks,,17,Officechairs,Bigbrain,381,Orange1,Futuristic Panels,Katakana Sign
381-1,10,9851,0,https://solanart.io/search/?token=H2yYtrQUf89fPNascy2aBPySV8yWLn3HDy17eRGAXoH2,Purple1,Morning Dining Table,Void,,,1,,,381,Yellow,Lightgray Stone,
381-5,34,147,0,https://solanart.io/search/?token=CV1P9csXxxF85g3Qh9EpPdmLnFy3Zwba3sqZzM15i4aP,Black,Marble Round Table,Grass,Plants,,5,Officechairs,Bigbrain,381,Orange2,Lightbrown Planks,Television
382-20,2.99,8579,49.05,https://solanart.io/search/?token=8oVir1QqXGTKnTfjTRr5GDP2UtmEkvztYynGmU9zE39R,Blue2,Beanbags,White Slate,Rocks,,20,Candymachine,,382,White,Futuristic Panels,
382-3,4.9,581,62.16,https://solanart.io/search/?token=44ayKzXUetXnK1qfV15kqT3vvL6DQ976biS1jUQgGNs7,Blue2,Blacknwhite Couch,Brown Wood,Confetti,,3,Brown Coffeetable,Winebottle,382,Orange1,Bamboo,Gold Clock
382-2,6,2310,44.2,https://solanart.io/search/?token=4ELawrVfHzsF8ceQzq1q2jc1ZzGsVjAgSKqTA75BSRb8,Black,Weightrack,Brown Wood,,,2,Yogaset,Shakerbottle,382,Red,Lightgray Smooth,Dartboard
382-1,7.9,8341,0.91,https://solanart.io/search/?token=HBLcF6MLLcnuaBMosnuvnBQuASwPGcCs5NySoFrLcd5C,White,Ice Couch,Grass,Plants,,1,,,382,Green1,Gold Bricks,
382-19,8,2099,25.05,https://solanart.io/search/?token=6ouDuA23A9WchRuUFBHtRXmAeJAyqajby1tsZdShcw8Y,Orange,Green Couch,Gold Tile,,,19,Futuristic Coffeetable,Spacemarine,382,Blue4,Psychedelic Smooth,Candles Shelf
382-18,10,5151,0,https://solanart.io/search/?token=9doykkxWvhUncmyYxpg8oXqGRN9VG6M5755j71JRt4NB,Blue2,Ratchet Bed,Mud,,,18,Brown Bedtable,Blue Cap,382,Purple,Jungelvines Gray Bricks,Star Sign
382-15,3,4614,64.92,https://alpha.art/t/DBs411YEeiFdYjnKKA9vJxgJicVf5sZ9GSmAj9WwfWWu,Blu+e1,Cotton Bed,Glass,Bananas,,15,Brown Bedtable,Sunglasses,382,White,Void,Sol Black Sign
383-4,2.5,3209,75.58,https://magiceden.io/item-details/B8xhX7hMBwyEx9yxazJpqFNoBKR7XjXHj9U2NaELYDMW,Purple2,Silk Couch,Dirt,,,4,Glass Coffeetable,Winebottle,383,Goldwhite,Silver Bricks,Ice Clock
383-7,2.5,2352,79.03,https://solanart.io/search/?token=C8nzWryY6WUYc9SPmWAZKk591ARypafb3PQHP1qkeBG3,Turquoise,Bathtub,Black Slate,Sneks,,7,Safe,Laptop,383,Goldwhite,Gray Panels,Neon Arc Purple Sign
383-12,20,8988,0,https://solanart.io/search/?token=2VkaC7Vd47CAZrc9bQYNRGjWm8ynQBxa6z697JPM6jc5,Blu+e1,Bathtub,Grass,,,12,Cartire,,383,Pink,Brass Metal,Dartboard
384-1,1.75,9528,57.63,https://solanart.io/search/?token=8LtF83KEoQMkdgiXXEYgY4CRiFeb1RSSuNCvP4wH8wJc,Black,Blacknwhite Couch,Darkbrown Tile,,,1,,,384,Blue4,Green Crystal,Television
384-4,7.8,7655,4.67,https://solanart.io/search/?token=5kaRmztKC58x4yqys6Kd3kNSPSnRsENW86kWGcvRqvbP,Blue2,Black Chairwplant,Lightgray Wood,,,4,Crayons,,384,Pink,Gold Bricks,Neon Gmi Sign
385-15,1.4,5049,79.17,https://magiceden.io/item-details/DczD8ofqsh8198JWByZcKPqpgTJykSisSukBJd6AFUiP,Teal,Green Couch,White Slate,,,15,Cardboardbox,Coffee,385,White,Green Crystal,
385-9,2.2,4046,75.21,https://magiceden.io/item-details/ETnxwyy8kK4Ez5VMTvPLTNFcqN1ckDQAZFkxCzttjVsa,Purple1,Paintersdesk,Lightgray Wood,Sneks,,9,,Camera,385,Green1,Futuristic Panels,Gray Clock
385-8,6,2183,44.71,https://solanart.io/search/?token=F4r3fJHunpa2t4vwEBgqi3yZzN1Kf8e4jzRjS8M7a8sc,Black,Silk Couch,Carpet,Sneks,,8,Safe,Gummybear,385,White,Green Crystal,RGB Hexagons
386-18,3.4,5748,56.35,https://magiceden.io/item-details/6jspPzsTqAiZrzsNCpE2YzhzTFKw6Nc91PPijcjc6SAR,Blu+e1,Blue Cornered Couch,Grass,Rocks,,18,,Modelbot,386,Pink,Ice Bricks,Television
386-16,2.51,9247,51.16,https://solanart.io/search/?token=5NE1Z61F7iPc2SCRLnfRCKQcbCyyHNPZEgSBLwz62xgt,Green1,Futuristic Cornered Couch,Darkgray Wood,,,16,,,386,Orange1,White Smooth,Ice Clock
386-13,4.9,2219,55.56,https://solanart.io/search/?token=BTkPXWPMfNFjeJzWSSjsJwe5tV2YTb7ukicGtDF6Lqqd,White,Poker Round Table,Brown Wood,Crystals,,13,Classicchairs,Turtleshell,386,Blue3,Black Smooth,Neon Gm Sign
386-11,5.97,8536,19.43,https://solanart.io/search/?token=9yxWcevZQLrmhNueREoYBidt5k7rGEhWU5r5pyVbuAiU,Purple2,Weightrack,Mud,Rocks,,11,,,386,Goldwhite,Glass,Candles Shelf
386-15,7,3438,29.66,https://solanart.io/search/?token=9dME9RJm2UKWNPHwspYhnHwPDjMtKZqNjMyBAoLgvfSX,White,Morning Dining Table,Mud,Crystals,,15,Brown Coathanger,Normal Loot,386,Goldwhite,Glass,Neon Arc Purple Sign
386-6,7.5,9149,1.66,https://solanart.io/search/?token=GJkbexZqmKYKh9vAtEi9DF183RzDseUvGyg6zEHX9Lsz,Purple2,Evening Dining Table,Black Slate,,,6,,,386,Orange2,Steel Metal,Neon Arc Blue Sign
386-14,1.6,9699,58.44,https://alpha.art/t/AK2GvEYFdM94CXvaiBfouzgJ3b7rVHzcb7Kg6kw3z2DP,Blue2,Gold Couch,Silver Tile,,,14,,,386,Black,Lightbrown Planks,Gold Clock
387-12,2.29,6663,63.77,https://solanart.io/search/?token=7m9B3X7eMn1vq5L8PmKGSGDkkVba57hk4EGEcyhmHTJN,Burgundy,Green Couch,Void,Sneks,,12,Candymachine,,387,Black,Brass Metal,Dartboard
387-9,5.44,6458,33.09,https://solanart.io/search/?token=A1b7zaPHhQxoQPkB85heUWzRK7AJfyb4zba8tHCE6Gk4,Blu+e1,Gray Couch Cornered,Lavarock,,,9,Crystal,Oogatoy,387,Black,Solana Smooth,
387-18,10,6634,0,https://solanart.io/search/?token=AdP1VcEPYuPc8mowKcSwSQkKs6NAPe9omCF86xLvQwLS,Purple1,Blue Couch,Lightbrown Tile,Fish,,18,Hotpottable,,387,Black,Green Crystal,Katakana Sign
387-17,12,9280,0,https://solanart.io/search/?token=DGPASVquqCoKA6YX1izDq49ZvtkgHSWD6eE3ZJG5Nb4N,Rose,Tiedie Bed,Gmoot Tile,Rocks,,17,,,387,Pink,Jungle Tree,
387-1,16,3490,0,https://solanart.io/search/?token=3ZwG4Cabjz71HPXtqCNg9w2NsVHhZKjb7GzB6s4KqRd9,Green2,Futuristic Cornered Couch,Gold Tile,,,1,Holotable,Modelbot,387,Goldwhite,Adobe,Star Sign
388-13,11.5,5594,0,https://magiceden.io/item-details/EUEZsPEcT7nwt9XvW4bxd6mVmKuJM8z3jnTEK9iFvw57,Green1,White Bed,Gmoot Tile,Basketball,,13,,,388,Yellow,Bronze Metal,Star Sign
388-20,3,8610,48.83,https://solanart.io/search/?token=By6jAEXJV33CufTZkw8LNrHxhAfg6dMbm7JvXp1rDi94,Blu+e1,Tiedie Bed,Gray Tile,Socks,,20,,,388,Black,Junglevines Tree,
388-8,4.98,1903,56.04,https://solanart.io/search/?token=5rcGqRCcPdtPj4cKQboUVKncdt85jj5wyGA5w8L81kD7,Green2,Purple Cornered Couch,Gmoot Tile,Cotton Rug,,8,Pyramid,Modelufo,388,Peach,Glass,
388-6,10,6414,0,https://solanart.io/search/?token=F2oZfKUvf4Do4bkBbsJwUmCVkuWxAmo4veV9iyCH2Y2N,Yellow,Brown Round Table,Lightgray Wood,,,6,,Bigbrain,388,Black,Lightgray Smooth,Neon Gm Sign
388-17,11,3729,0,https://solanart.io/search/?token=EExFYRRSSSW6z3bVQ8PkaY9K9NftMVQFKrrs6eaW9AZc,Green1,Marble Kitchen,Darkbrown Tile,,,17,Cuttingboard,Knifeblock,388,White,Lightgray Stone,Heart Sign
388-2,20,1600,0,https://solanart.io/search/?token=C6uyHAZ26VTDQHSkTZMgUznzBiNrNxCw64SncgXiJBDQ,Purple3,Blacknwhite Couch,Black Wood,Fish,,2,Minifridge,Cash,388,Pink,Jungle Tree,Neon Arc Blue Sign
389-15,25.69,5405,0,https://magiceden.io/item-details/CySLdr46B8c42KxhEnSnb22pcN3bsPeDqAraQfPuzejm,Black,Poker Round Table,Glass,Bananas,,15,,Solanauthelmet,389,Goldwhite,Lightgray Stone,Gray Clock
389-19,4.5,9833,28.9,https://solanart.io/search/?token=HiyjKnurg9U4AfeGeorjB597LvS6zS58ftJKF6s55btF,Turquoise,Silk Bed,Carpet,,,19,,,389,Orange2,Lightgray Stone,
389-10,10,9759,0,https://solanart.io/search/?token=8mKqZWkyxRZLMAPmv5HAmuVnxC83NywxeBcpNPHpCDi7,Black,Paintersdesk,Lavarock,,,10,,,389,Goldwhite,Lightgray Stone,Dartboard
389-20,19.6,889,0,https://solanart.io/search/?token=4CBbDSjtG2cXy4dyycu9bidn7yfCggYCwpf3Td7r2iH4,Purple3,Gold Couch,Lavarock,Fish,,20,Glass Coffeetable,Gold Bookstack,389,Pink,Jungle Tree,Neon Gmi Sign
389-3,20,1141,0,https://solanart.io/search/?token=HBAchxKpUnb4y1cXccDE4j1UBS92ppn4TJiXNYjjRKpP,White,Green Couch,Snow,Rocks,,3,Futuristic Coffeetable,Blackswan,389,Blue3,Futuristic Panels,Neon Gm Sign
390-17,3.5,5626,55.84,https://solanart.io/search/?token=FZeeqcRBXrFv3goqBei1avZ9qVGDcMecpsRTAnxbWzoK,Purple1,Paintersdesk,Gray Tile,Confetti,,17,,Camera,390,Orange1,Darkgray Stone,
390-20,10.2,3485,0,https://solanart.io/search/?token=STbmFnM8mTXJSyLUSc7HK7yZMRbe8Tv3MwfTFh9hs4d,Blue2,White Bed,Checkered Tile,Rocks,,20,Brown Bedtable,Spartanhelmet,390,Black,Green Crystal,Gray Clock
390-18,13.69,1303,0,https://solanart.io/search/?token=45ZKJtqmmDVeZBGykFrirM6AxV8u5aPnKY4zpU3kgzEi,Teal,Penguin,Snow,,,18,Sled,,390,Black,Lightgray Stone,Neon Arc Red Sign
390-9,101,179,0,https://solanart.io/search/?token=6d8Ssj7xXXRa8V8a8sWRGCy32RxteQJ1Psab9fDsJ2i2,Yellow,Weightrack,Cobblestone,Sneks,,9,Gymbench,Kettlebells,390,Blue3,Pink Smooth,Neon Arc Red Sign
390-11,2,3429,79.69,https://alpha.art/t/AqatwBpqjJmJAYT9TX8ka5yR5FkAU2o1Wbo7HSTdAmuJ,Purple1,Ratchet Bed,Lightbrown Tile,Rocks,,11,Brown Bedtable,Waternplant,390,Goldwhite,Junglevines Tree,Neon Arc Purple Sign
391-19,2.97,3550,69.5,https://solanart.io/search/?token=fat1PtqCMxvX5qu2sAq7Abmt8jqWn5aUdg5p9A6zTTC,Yellow,Brown Round Table,Void,Bananas,,19,,Bananas Basket,391,Blue3,Pink Smooth,Infinity Sign
391-14,3.85,7429,45.08,https://solanart.io/search/?token=7bWcMw2tmyESb55EhH5qgkDQNEfjTCPqT7qU63Qeg1t8,Black,Blacknwhite Couch,Grass,Crystals,,14,Candymachine,,391,Orange1,Forest Tree,Gold Clock
391-18,4.48,6016,44.47,https://solanart.io/search/?token=ChCfa7GwDPyP4caqeFzEvAoN36bJ4RutwzZS5V9L9GqZ,Orange,Marble Round Table,Void,Confetti,,18,Classicchairs,,391,Pink,Jungle Tree,Neon Gm Sign
392-4,4.89,1225,59.67,https://magiceden.io/item-details/wFh5htan76xYfhGcRqP2CyY4kLYhoqiFi2arrVRPbMa,Teal,Orange Couch,Lightgray Wood,Sneks,,4,Futuristic Coffeetable,Grenade,392,White,Lightbrown Planks,Television
392-14,3.99,4781,54.35,https://solanart.io/search/?token=HYAwUcGFKQgTsRpd5DEWNwVSX6CUkeqFup4xYkjJS9kZ,Blu+e1,Bathtub,Lightbrown Tile,Rocks,,14,Cartire,,392,Blue3,White Smooth,Earth Poster
392-19,11,113,3.04,https://solanart.io/search/?token=BdmUMHHZ4sySXK5h8x8JKJoV2vMgXo8oi6nusQ3SLVov,Blu+e1,Bathtub,Snow,Snowballs,,19,Safe,Cash,392,Yellow,Junglevines Tree,Neon Grindset Sign
392-15,34.599998,1457,0,https://solanart.io/search/?token=GMme2LHmzr8eFVLWfmf22FaUzbSUt3Ec9RnkAZaUbkvU,Purple3,Blue Couch,Brown Wood,Lightbrown Rug,,15,Brown Coffeetable,Spacemarine,392,Blue5,Steel Metal,
392-1,40,2106,0,https://solanart.io/search/?token=ECVR1xtUsZuQgYkAacgbwTcDwc4cXiHA3Bm89RXgHvDQ,Teal,Futuristic Cornered Couch,Lightbrown Tile,,,1,Pyramid,Plushiewhale,392,White,Lightgray Smooth,RGB Hexagons
393-18,5,2064,55.19,https://solanart.io/search/?token=8DBgVEvRH9xvBsMLSbk5yPQEnrw5K1wMtfmHdvH55NqW,White,Futuristic Cornered Desk,Dirt,Confetti,,18,Garage Supplies,Orca Acquarium,393,Blue3,Brass Metal,Gray Clock
393-7,5,4212,46.54,https://solanart.io/search/?token=BUX7ZaNSk5DTVZ9zW4jCotT9iQBjvAcbjYwLiqWwchko,Burgundy,Gray Deskwchair,Sand,,,7,Candymachine,Gold Supplies,393,Yellow,Ice Bricks,Infinity Sign
394-10,4,3313,60.16,https://solanart.io/search/?token=4H1LPAxcCfcYeJe1JYqusr6FkqT4kJw4GazvBaUSvdL2,Orange,Brown Round Table,Darkbrown Tile,,,10,Classicchairs,Cards Setup,394,Peach,Blue Crystal,Candles Shelf
394-19,5,9627,24.73,https://solanart.io/search/?token=7MbAPa7mkpKsxbzj4FZCp4UDJwXvjggJjcLiisuDyiWf,Purple3,Cotton Bed,Brown Wood,,,19,,,394,White,Forest Tree,Dartboard
395-5,420.69,4540,0,https://magiceden.io/item-details/3R1QVknHW8sUhKazbNBxibmczhsue1URnzmEbw8Zd8JB,Teal,Treadmill,Glass,Bananas,,5,Balanceball,,395,Blue5,Adobe,Neon Grindset Sign
396-9,4,398,71.9,https://solanart.io/search/?token=5waiG2YAzyLsXNsFyYon7xnFt3vNiuJBWzu4WMD5EhFG,Purple1,Treadmill,Black Slate,Bananas,,9,Yogaset,Towels,396,Red,Darkbrown Planks,Neon Gm Sign
396-8,4.2,5641,48.78,https://solanart.io/search/?token=EC9C1ypocP8QdZXzem7K9U2EGBkJiGUNpdueGhufSbcb,White,Brown Cornered Desk,Sand,,,8,Gaming Supplies,,396,Purple,Lightgray Smooth,Engima Poster
397-12,2,2428,83.72,https://solanart.io/search/?token=GDYTBjBnM4MVirYnMupKtANhdBMAns5X8njm1M8bKDFf,Purple2,Blue Cornered Couch,Grass,Confetti,,12,Futuristic Round Coffeetable,Modeltruck,397,Goldwhite,Adobe,Sol Black Sign
397-14,14,7153,0,https://solanart.io/search/?token=Em2szcwG6ddDRsC6xJ5rZEELCky5dckMnjvisieAFk3U,White,Snowman,Snow,,,14,,,397,Pink,Jungle Tree,Ice Clock
397-18,300,1689,0,https://solanart.io/search/?token=7FyQfdfSVBZZi2Dhu8F58gfbRKoBo5HiMaq98ABA2FbW,Green1,Beanbags,Grass,Confetti,,18,Beachy Cabinet,Console,397,Blu+e1,Lightgray Stone,
398-2,4,6607,46.89,https://solanart.io/search/?token=CwxtfeCg5aW2tVkt8LgLT599eNS56DqCxDYWegQTfwx9,Purple1,Weightrack,Silver Tile,,,2,Balanceball,,398,Blue5,Junglevines Tree,Star Sign
398-1,33,3491,0,https://solanart.io/search/?token=HpjjcV2MQpdr84FzNWAgr31z3giLgquCLa3DmmY6J6nH,Teal,Silk Couch,Carpet,,,1,Glass Coffeetable,Spacemarine,398,Goldwhite,Darkbrown Planks,Binaryclock
398-8,200,5352,0,https://solanart.io/search/?token=BGukdRJ8um816jmmydY226xoUUVNPVJHQdNeePev3Rkp,White,White Bed,Dirt,Basketball,,8,Brown Bedtable,,398,Blu+e1,Ice Bricks,Dartboard
398-3,4.2,1356,66.04,https://alpha.art/t/GLQKpHcnRTYna82wriEszuj1PsXuEzYStLdtSYxeWnSP,Blue2,Gold Couch,Black Wood,Confetti,,3,Futuristic Coffeetable,Blackswan,398,White,Forest Tree,Heart Sign
399-1,250,114,0,https://solanart.io/search/?token=5DTfjskpsbdv9C3ZGt3TGgMD9WY1KiNVrzKJ5KZ1ezXQ,Purple2,Blue Cornered Couch,Lavarock,Sneks,,1,Glass Round Coffeetable,Oogatoy,399,Orange1,Pink Smooth,Earth Poster
399-18,5,5381,41.83,https://alpha.art/t/Xe2jA4gRAack64NxkixV2wDKsjjCHqU7xUrUREt9hvw,Purple1,Tiedie Bed,Brown Wood,Dogbed,,18,,,399,Blu+e1,Lightgray Smooth,Candles Shelf
400-19,10,5966,0,https://solanart.io/search/?token=9ZQE7i3Kcz67EqHa6Bbkdf7EbNX5LmubeM5vByL5nNqU,Purple1,Bar,Lavarock,Rocks,,19,Canstack,,400,Peach,White Smooth,Binaryclock
400-2,23,7316,0,https://solanart.io/search/?token=4P7Q5hBsxjyzVN7E4AHZghXWfxdG94KnkkNunHkR3ZH4,Purple2,Gold Couch,Grass,Sneks,,2,Bike,,400,Goldwhite,Gold Bricks,Television
400-15,999,6518,0,https://solanart.io/search/?token=4Kex22Bb7wTSBGA4vgbygWLC4DEsQArZw2quGW4Tt6tH,Teal,Weightrack,Gmoot Tile,,,15,Barbell,,400,Orange2,Jungle Tree,Gray Clock
400-18,5.8,4821,36.09,https://alpha.art/t/A92mKPtuueqz9tvegu1qGXxVPRNbTZuB9DpGxAVntMRP,Black,Tiedie Bed,Grass,Confetti,,18,Brown Bedtable,Pearlnecklace,400,Orange1,Junglevines Tree,Neon Gmi Sign
401-4,70,264,0,https://solanart.io/search/?token=5fN134HWewFUwqFUMwTzZaSazMAQtsm2E6g713cPv9ge,Teal,Weightrack,Carpet,Rocks,,4,Gymbench,Towels,401,Orange2,Blue Crystal,Sol Black Sign
402-14,2.63,5650,64.45,https://solanart.io/search/?token=7D2YQQasExh1EsP3WE65FzHB6ZktWGncHbh91iFtXqr1,Burgundy,Paintersdesk,Black Slate,,,14,,Paint Supplies,402,Peach,Jungelvines Gray Bricks,Television
403-7,2.22,3236,78.27,https://magiceden.io/item-details/FXM3mUc9GDCXEDG6fBt12Ye2SqgGiW28QbuC8CpixQ2i,Turquoise,Weightrack,Sand,Bananas,,7,,Shakerbottle,403,Blue2,Lightgray Smooth,Neon Grindset Sign
403-14,2.59,4767,68.4,https://solanart.io/search/?token=316BPhUnqS8fifDhoVQN32AEJxx852CPydwsTBomNgas,Burgundy,Brown Cornered Desk,Lightbrown Tile,Rocks,,14,Gaming Supplies,,403,Yellow,Psychedelic Smooth,Star Sign
403-6,3.4,4123,62.9,https://solanart.io/search/?token=2d794wH8xG176pEXUBqVb7t4nXsYV9W2HRFMftJf8Gq8,Turquoise,Weightrack,Cobblestone,,,6,Gymbench,Jumprope,403,Green2,Bronze Metal,
403-4,5.38,7643,28.92,https://alpha.art/t/ALL4M9jahHCEXCbp6vdZL65JhVBbtUzTRhubDDJDD5CH,Orange,Butcherblock Kitchen,Gold Tile,,,4,Coffeemachine,,403,Goldwhite,Orange Crystal,Ice Clock
404-11,4.3,1049,66.28,https://magiceden.io/item-details/A2cy2Lhp6h9NWZvh7ibeF4zk8hzeieU5xXb8zigbc1oo,Blu+e1,Butcherblock Kitchen,Checkered Tile,Cotton Rug,,11,Toaster,Grapes,404,Green2,Jungle Tree,Star Sign
404-2,3.5,6798,51.12,https://solanart.io/search/?token=6CgkLqDhV3rP78eq6GsKFpWHjJa7creHtKuvRchuZogQ,Burgundy,Blue Couch,Glass,Confetti,,2,Candymachine,,404,Goldwhite,Silver Bricks,Candles Shelf
404-10,7.5,4548,20.19,https://solanart.io/search/?token=2AT6jFEohh9eqF5e3SqLGsXHmBYFfoFLHi1MT8xVaSSx,Turquoise,Morning Dining Table,Snow,Snowballs,,10,,,404,Orange1,Lightgray Smooth,Neon Gmi Sign
404-6,20,3182,0,https://solanart.io/search/?token=3ZLFRJsjNoBRTbJKXFDGBpzn4jBRPvzJe7bx3VNMG7LK,Teal,Green Couch,Void,,,6,Glass Coffeetable,Blackswan,404,White,Psychedelic Smooth,Neon Gm Sign
405-13,2.99,4210,66.65,https://magiceden.io/item-details/dVm2bEHrPSMqo5G3Xh4GmQAjQ2vc1bJQkWAysaRfKQJ,Yellow,Granite Kitchen,Grass,,,13,Cuttingboard,Breadloaf,405,Blue5,Jungelvines Gray Bricks,Gold Clock
405-1,12,8678,0,https://magiceden.io/item-details/4VXV6Gb21zKM6WXig4Q9uphN99FPVFnTTtfMkrSLKHBm,Blu+e1,Morning Dining Table,Darkgray Wood,Sneks,,1,,,405,Pink,Concrete,Neon Gmi Sign
405-5,3,1423,77.77,https://solanart.io/search/?token=7iqKwtYnA4csBrK78rNS7ceUtieze41na9S2FXjQVbLt,Turquoise,Gray Deskwchair,Hay,Crystals,,5,Cartire,Gold Supplies,405,White,Black Smooth,Portal
406-2,15,8847,0,https://magiceden.io/item-details/8fz3vL6pBfZKAwvvZbXJE3dAH7h7DVcRuNbzspJPR2LA,White,Cactus,Sand,,,2,,,406,White,Darkgray Smooth,Sol Marble Sign
406-8,1.95,4355,76.46,https://solanart.io/search/?token=QBVbbTMTzBPTU9qbRmH689ZqWEGVEGchfhmgEiJFhQg,Orange,Butcherblock Kitchen,White Slate,,,8,Toaster,Grapes,406,White,Gray Panels,Infinity Sign
406-4,4,8846,37.88,https://solanart.io/search/?token=5K1uD8qVrHiu5ufjojxiLmBpp7ZSd9qAh5zuGWMovHf,Blu+e1,Futuristic Cornered Desk,Cobblestone,Rocks,,4,,,406,Pink,White Smooth,Sol Black Sign
406-10,4.55,4717,49,https://solanart.io/search/?token=5EiZ3oj2RE9cWnvssxtbeugrqaLwghgmxPR24CWaPoGX,Purple3,Beachy Chairwplant,Grass,Plants,,10,Crayons,,406,White,Darkbrown Planks,Heart Sign
406-20,100,8530,0,https://solanart.io/search/?token=5phcC2UC7usrG71uHqtgeXpWZbjEqoEJKVRfYZU2bLsb,Rose,Bar,Grass,Crystals,,20,,,406,Yellow,Psychedelic Smooth,Neon Arc Red Sign
406-12,2.5,6342,62.96,https://alpha.art/t/dGaunGpcEcMPozKpLf15hSUxuEyoPzaNKjsGrsRjKU9,Turquoise,Orange Couch,Carpet,Sneks,,12,Hotpottable,,406,Blu+e1,Junglevines Tree,Gray Clock
407-14,3,8987,47.31,https://solanart.io/search/?token=GPExAcXcKqoW4NLe6mZch36SNopzpUigesim6QRDzNtc,Black,Gold Couch,Brown Wood,,,14,Crayons,,407,White,Blue Crystal,Neon Arc Purple Sign
407-5,5,3300,50.21,https://solanart.io/search/?token=9dF3gCfHbYdCfwSfBKy9T6s1DNsbGAV3x7kJ2WwYHhkp,Purple2,Gray Cornered Desk,Carpet,,,5,Trading Supplies,Cactus Terrarium,407,Peach,Forest Tree,Katakana Sign
408-4,3.69,2823,65.23,https://solanart.io/search/?token=FKqVLFN8exKvWEWMR5BrM8XinjyickHccwcdxkjzwLGd,Pink,Futuristic Cornered Couch,Void,Crystals,,4,Pyramid,Modelbot,408,Orange1,Jungle Tree,
408-13,4.1,529,70.37,https://solanart.io/search/?token=E3ExMSFTC21SWiCenGTjmj5kxV7rzL6cMJpvJGDdz4G3,Blu+e1,Ice Couch,Gray Tile,Cotton Rug,,13,Futuristic Coffeetable,Gold Bookstack,408,Purple,Concrete,Binaryclock
408-3,21,5767,0,https://solanart.io/search/?token=FJeWqjSZhHU6WniKFLpuZcqdKLG92AXi3jZa8EgYWMiu,Purple3,Bar,Hay,Bananas,,3,Canstack,,408,Blue3,Psychedelic Smooth,Gray Clock
408-6,50,9679,0,https://solanart.io/search/?token=8vDCkcUT6y39aoQvtkTGCdjhX1VxnKbTMDDKqFUKoss8,Purple2,Djstand,Glass,,,6,,,408,Goldwhite,Futuristic Panels,Gold Clock
409-4,3.5,5729,55.43,https://magiceden.io/item-details/HQkKEUEiAfc5xUs8BeUfxkkX64aDwsb85LRkWotynSUK,Black,Granite Kitchen,Lightgray Wood,Sneks,,4,Microwave,,409,Green1,Darkgray Stone,Neon Arc Purple Sign
409-10,4.28,601,68.28,https://solanart.io/search/?token=7XVG3LERbxEtyEaMVVDRhVhcAABpcC5UQ3PEtW2oSruV,Purple3,Silk Bed,Grass,Plants,,10,Brown Bedtable,Cowboyhat,409,Green2,Lightgray Smooth,Star Sign
409-20,8,6399,7.73,https://solanart.io/search/?token=B6pDKqBN9fMRuyoeF5EBj448qDivct2kfCULUznm3RSX,Teal,Cotton Bed,Lavarock,Volleyball,,20,,,409,Black,Green Crystal,Sol Black Sign
410-15,3.38,8715,44.6,https://magiceden.io/item-details/3GWUVoLzMbc1uDBBBd48T13AKaxNi4TRGC2m7onGZAFa,Black,Blue Cornered Couch,Black Wood,,,15,,Modelbot,410,Orange2,Lightgray Smooth,
410-6,1.99,4127,76.98,https://solanart.io/search/?token=2Js5xXHxYpo1JNBp949CHv3Ux4cfAnFntXv2kfcATXwX,Blu+e1,Marble Round Table,Brown Wood,,,6,Classicchairs,Bigbrain,410,Orange1,Solana Smooth,Candles Shelf
410-9,3.6,7594,46.92,https://solanart.io/search/?token=GhRwZP4HxAjz2dkP1FGhR7v44FeCnA7Fzmuw8K7YGTJn,Purple3,Green Cornered Couch,Checkered Tile,,,9,Brown Round Coffeetable,,410,Goldwhite,Jungle Tree,Neon Gm Sign
