id,price,moonRank,💎 score (%),storeURL,Background,Big Item,Floor,Floor Item,Grand,Room,Small Item 1,Small Item 2,Story,View,Wall,Wall Item
378-9,12,4983,0,https://solanart.io/search/?token=2Rs98ZjSWsynViL8fZNphNtv1Uy1VVpu9uw6wGtqu74Y,Turquoise,Granite Kitchen,Lavarock,Rocks,,9,Microwave,,378,Red,Bamboo,Clapperboard
379-20,1.5,4340,72.51,https://solanart.io/search/?token=DAeU8SipMyxRgQ8YhgkRCeF1kVoycWXoUTG2MMb3MQMd,Pink,Silk Couch,Glass,Confetti,,20,Hotpottable,,379,Peach,Pink Smooth,Earth Poster
379-15,7,3511,20.85,https://solanart.io/search/?token=9g51oHu4hBYRE9JCYsRsYR8gcaiHb9tEtMsYJ5KFGuhL,White,Morning Dining Table,Brown Wood,,,15,Brown Coathanger,Normal Loot,379,White,Darkgray Smooth,Earth Poster
379-19,7.2,1885,25.4,https://solanart.io/search/?token=HitCwus75cK8fCCMf8qDuZbtUJnMMru5p7WcstVooyMf,White,Brown Cornered Desk,Darkgray Wood,Confetti,,19,Rendering Supplies,Skulls Terrarium,379,Red,Gray Panels,Sol Marble Sign
379-10,2500,8072,0,https://solanart.io/search/?token=Fa4LnTGARzmQqfASA4tw1WEdEh1oN5H3rMbcX6VcBBjU,Purple1,Silk Bed,Hay,Fish,,10,,,379,Blue2,Junglevines Tree,Neon Gm Sign
380-5,42,6272,0,https://solanart.io/search/?token=DsH8e9Xcot69v5ku2Az3injEpXhE1Ca7xR1y3z5MRBTK,Blue2,Gray Cornered Desk,Mud,,,5,,Shark Acquarium,380,Orange2,Blue Crystal,Gold Clock
380-7,50,4407,0,https://solanart.io/search/?token=4oNaTkijMVX8RqQhXy7qTD1LmR7LzriCoKzmsqU45fkr,Purple2,Purple Cornered Couch,Dirt,Fish,,7,,Modelplane,380,Orange1,Silver Bricks,Sol Marble Sign
381-4,2.9,8214,42.91,https://solanart.io/search/?token=J1j41Rft4GMDYRXFcQ4aqNTcoJ1qFMxzueoLWEm8wxCV,Purple2,Tiedie Bed,Brown Wood,Bananas,,4,,,381,Peach,Darkgray Smooth,Ice Clock
381-1,10,9851,0,https://solanart.io/search/?token=H2yYtrQUf89fPNascy2aBPySV8yWLn3HDy17eRGAXoH2,Purple1,Morning Dining Table,Void,,,1,,,381,Yellow,Lightgray Stone,
381-17,10,1035,0.82,https://solanart.io/search/?token=4kksYSM7Xtv5kAmJT7JMnfQLZPE6G7pyCygGHYvTxkoD,Green2,Brown Round Table,Void,Rocks,,17,Officechairs,Bigbrain,381,Orange1,Futuristic Panels,Katakana Sign
382-5,0.78,1830,89.82,https://solanart.io/search/?token=4svcSF5EsgRWUdpcT8jayQAtxUbCnvGw8rj71Vj8cL18,Pink,Marble Round Table,Gmoot Tile,,,5,Classicchairs,Bananas Basket,382,Red,Green Crystal,RGB Hexagons
382-20,2.99,8579,40.54,https://solanart.io/search/?token=8oVir1QqXGTKnTfjTRr5GDP2UtmEkvztYynGmU9zE39R,Blue2,Beanbags,White Slate,Rocks,,20,Candymachine,,382,White,Futuristic Panels,
382-3,4.9,581,53.65,https://solanart.io/search/?token=44ayKzXUetXnK1qfV15kqT3vvL6DQ976biS1jUQgGNs7,Blue2,Blacknwhite Couch,Brown Wood,Confetti,,3,Brown Coffeetable,Winebottle,382,Orange1,Bamboo,Gold Clock
382-2,6,2310,35.69,https://solanart.io/search/?token=4ELawrVfHzsF8ceQzq1q2jc1ZzGsVjAgSKqTA75BSRb8,Black,Weightrack,Brown Wood,,,2,Yogaset,Shakerbottle,382,Red,Lightgray Smooth,Dartboard
382-1,7.9,8341,0,https://solanart.io/search/?token=HBLcF6MLLcnuaBMosnuvnBQuASwPGcCs5NySoFrLcd5C,White,Ice Couch,Grass,Plants,,1,,,382,Green1,Gold Bricks,
382-19,8,2099,16.54,https://solanart.io/search/?token=6ouDuA23A9WchRuUFBHtRXmAeJAyqajby1tsZdShcw8Y,Orange,Green Couch,Gold Tile,,,19,Futuristic Coffeetable,Spacemarine,382,Blue4,Psychedelic Smooth,Candles Shelf
382-18,10,5151,0,https://solanart.io/search/?token=9doykkxWvhUncmyYxpg8oXqGRN9VG6M5755j71JRt4NB,Blue2,Ratchet Bed,Mud,,,18,Brown Bedtable,Blue Cap,382,Purple,Jungelvines Gray Bricks,Star Sign
383-7,2.5,2352,70.52,https://solanart.io/search/?token=C8nzWryY6WUYc9SPmWAZKk591ARypafb3PQHP1qkeBG3,Turquoise,Bathtub,Black Slate,Sneks,,7,Safe,Laptop,383,Goldwhite,Gray Panels,Neon Arc Purple Sign
384-10,3.99,1790,57.88,https://solanart.io/search/?token=8JxnRikUmtW5HiavpGhmNKv7Ew4bQs1fuPJ218Zekueu,Yellow,Ratchet Bed,Darkgray Wood,Lightbrown Rug,,10,Brown Bedtable,Hoak Cap,384,Pink,Pink Smooth,Heart Sign
385-2,0.6,8649,64.16,https://magiceden.io/item-details/4TwZnQMsRaPYDuXRJBkcfZnhRS8uKWRVq9EwpqqP7jYF,Pink,Beanbags,Hay,,,2,Crayons,,385,Goldwhite,Gray Bricks,Katakana Sign
385-8,6,2183,36.2,https://solanart.io/search/?token=F4r3fJHunpa2t4vwEBgqi3yZzN1Kf8e4jzRjS8M7a8sc,Black,Silk Couch,Carpet,Sneks,,8,Safe,Gummybear,385,White,Green Crystal,RGB Hexagons
386-9,0.69,5006,77.93,https://magiceden.io/item-details/FVEazCtS79fgY3F3EMYujeukKcCDgrKi4CmYPJCHU99s,Black,Ice Couch,Silver Tile,,,9,Minifridge,Cigars,386,Goldwhite,Concrete,Neon Grindset Sign
386-16,0.85,9247,59.25,https://solanart.io/search/?token=5NE1Z61F7iPc2SCRLnfRCKQcbCyyHNPZEgSBLwz62xgt,Green1,Futuristic Cornered Couch,Darkgray Wood,,,16,,,386,Orange1,White Smooth,Ice Clock
386-13,4.9,2219,47.05,https://solanart.io/search/?token=BTkPXWPMfNFjeJzWSSjsJwe5tV2YTb7ukicGtDF6Lqqd,White,Poker Round Table,Brown Wood,Crystals,,13,Classicchairs,Turtleshell,386,Blue3,Black Smooth,Neon Gm Sign
386-11,5.97,8536,10.92,https://solanart.io/search/?token=9yxWcevZQLrmhNueREoYBidt5k7rGEhWU5r5pyVbuAiU,Purple2,Weightrack,Mud,Rocks,,11,,,386,Goldwhite,Glass,Candles Shelf
386-15,7,3438,21.15,https://solanart.io/search/?token=9dME9RJm2UKWNPHwspYhnHwPDjMtKZqNjMyBAoLgvfSX,White,Morning Dining Table,Mud,Crystals,,15,Brown Coathanger,Normal Loot,386,Goldwhite,Glass,Neon Arc Purple Sign
386-6,7.5,9149,0,https://solanart.io/search/?token=GJkbexZqmKYKh9vAtEi9DF183RzDseUvGyg6zEHX9Lsz,Purple2,Evening Dining Table,Black Slate,,,6,,,386,Orange2,Steel Metal,Neon Arc Blue Sign
387-9,5.44,6458,24.58,https://solanart.io/search/?token=A1b7zaPHhQxoQPkB85heUWzRK7AJfyb4zba8tHCE6Gk4,Blu+e1,Gray Couch Cornered,Lavarock,,,9,Crystal,Oogatoy,387,Black,Solana Smooth,
387-18,10,6634,0,https://solanart.io/search/?token=AdP1VcEPYuPc8mowKcSwSQkKs6NAPe9omCF86xLvQwLS,Purple1,Blue Couch,Lightbrown Tile,Fish,,18,Hotpottable,,387,Black,Green Crystal,Katakana Sign
387-17,12,9280,0,https://solanart.io/search/?token=DGPASVquqCoKA6YX1izDq49ZvtkgHSWD6eE3ZJG5Nb4N,Rose,Tiedie Bed,Gmoot Tile,Rocks,,17,,,387,Pink,Jungle Tree,
387-1,16,3490,0,https://solanart.io/search/?token=3ZwG4Cabjz71HPXtqCNg9w2NsVHhZKjb7GzB6s4KqRd9,Green2,Futuristic Cornered Couch,Gold Tile,,,1,Holotable,Modelbot,387,Goldwhite,Adobe,Star Sign
388-8,2.98,1903,67.53,https://solanart.io/search/?token=5rcGqRCcPdtPj4cKQboUVKncdt85jj5wyGA5w8L81kD7,Green2,Purple Cornered Couch,Gmoot Tile,Cotton Rug,,8,Pyramid,Modelufo,388,Peach,Glass,
388-20,3,8610,40.32,https://solanart.io/search/?token=By6jAEXJV33CufTZkw8LNrHxhAfg6dMbm7JvXp1rDi94,Blu+e1,Tiedie Bed,Gray Tile,Socks,,20,,,388,Black,Junglevines Tree,
388-12,4,5613,42.39,https://solanart.io/search/?token=2ixWQD85dSo5cv2J3DQsEVopKqZaucw3egvP2Vjmuz3g,Green2,Black Bed,Lavarock,,,12,Brown Bedtable,Wizardhat,388,White,White Planks,Gold Clock
388-6,10,6414,0,https://solanart.io/search/?token=F2oZfKUvf4Do4bkBbsJwUmCVkuWxAmo4veV9iyCH2Y2N,Yellow,Brown Round Table,Lightgray Wood,,,6,,Bigbrain,388,Black,Lightgray Smooth,Neon Gm Sign
388-17,11,3729,0,https://solanart.io/search/?token=EExFYRRSSSW6z3bVQ8PkaY9K9NftMVQFKrrs6eaW9AZc,Green1,Marble Kitchen,Darkbrown Tile,,,17,Cuttingboard,Knifeblock,388,White,Lightgray Stone,Heart Sign
389-15,25.69,5405,0,https://magiceden.io/item-details/CySLdr46B8c42KxhEnSnb22pcN3bsPeDqAraQfPuzejm,Black,Poker Round Table,Glass,Bananas,,15,,Solanauthelmet,389,Goldwhite,Lightgray Stone,Gray Clock
389-5,3,8499,40.76,https://solanart.io/search/?token=Bi3fTzgEgqaJwBEhCwxWKiXa7idSEGLDnxqzcPoXVcks,Turquoise,White Bed,Dirt,Crystals,,5,,,389,Black,Forest Tree,Neon Arc Blue Sign
389-19,4.5,9833,20.39,https://solanart.io/search/?token=HiyjKnurg9U4AfeGeorjB597LvS6zS58ftJKF6s55btF,Turquoise,Silk Bed,Carpet,,,19,,,389,Orange2,Lightgray Stone,
389-10,10,9759,0,https://solanart.io/search/?token=8mKqZWkyxRZLMAPmv5HAmuVnxC83NywxeBcpNPHpCDi7,Black,Paintersdesk,Lavarock,,,10,,,389,Goldwhite,Lightgray Stone,Dartboard
389-20,19.6,889,0,https://solanart.io/search/?token=4CBbDSjtG2cXy4dyycu9bidn7yfCggYCwpf3Td7r2iH4,Purple3,Gold Couch,Lavarock,Fish,,20,Glass Coffeetable,Gold Bookstack,389,Pink,Jungle Tree,Neon Gmi Sign
389-3,20,1141,0,https://solanart.io/search/?token=HBAchxKpUnb4y1cXccDE4j1UBS92ppn4TJiXNYjjRKpP,White,Green Couch,Snow,Rocks,,3,Futuristic Coffeetable,Blackswan,389,Blue3,Futuristic Panels,Neon Gm Sign
390-20,10.2,3485,0,https://solanart.io/search/?token=STbmFnM8mTXJSyLUSc7HK7yZMRbe8Tv3MwfTFh9hs4d,Blue2,White Bed,Checkered Tile,Rocks,,20,Brown Bedtable,Spartanhelmet,390,Black,Green Crystal,Gray Clock
390-18,13.69,1303,0,https://solanart.io/search/?token=45ZKJtqmmDVeZBGykFrirM6AxV8u5aPnKY4zpU3kgzEi,Teal,Penguin,Snow,,,18,Sled,,390,Black,Lightgray Stone,Neon Arc Red Sign
390-11,2,3429,71.18,https://alpha.art/t/AqatwBpqjJmJAYT9TX8ka5yR5FkAU2o1Wbo7HSTdAmuJ,Purple1,Ratchet Bed,Lightbrown Tile,Rocks,,11,Brown Bedtable,Waternplant,390,Goldwhite,Junglevines Tree,Neon Arc Purple Sign
391-7,1.8,2963,75.06,https://solanart.io/search/?token=4XXErGYLmmM5KdfHvojcYRYC1yLYh7T4jUquM2eFz1yc,Teal,Gray Cornered Desk,Lightgray Wood,Crystals,,7,Garage Supplies,Orca Acquarium,391,Pink,Futuristic Panels,
391-14,3.85,7429,36.57,https://solanart.io/search/?token=7bWcMw2tmyESb55EhH5qgkDQNEfjTCPqT7qU63Qeg1t8,Black,Blacknwhite Couch,Grass,Crystals,,14,Candymachine,,391,Orange1,Forest Tree,Gold Clock
391-18,4.48,6016,35.96,https://solanart.io/search/?token=ChCfa7GwDPyP4caqeFzEvAoN36bJ4RutwzZS5V9L9GqZ,Orange,Marble Round Table,Void,Confetti,,18,Classicchairs,,391,Pink,Jungle Tree,Neon Gm Sign
392-8,1.9,3377,72.39,https://solanart.io/search/?token=GkmeqCTNKpSh3d9sMJCPTPrtijTDRQxKjgU84E6iZvSZ,Purple3,Cotton Bed,Hay,Sneks,,8,Brown Bedtable,Blue Cap,392,White,Adobe,Binaryclock
392-14,3.99,4781,45.84,https://solanart.io/search/?token=HYAwUcGFKQgTsRpd5DEWNwVSX6CUkeqFup4xYkjJS9kZ,Blu+e1,Bathtub,Lightbrown Tile,Rocks,,14,Cartire,,392,Blue3,White Smooth,Earth Poster
392-19,11,113,0,https://solanart.io/search/?token=BdmUMHHZ4sySXK5h8x8JKJoV2vMgXo8oi6nusQ3SLVov,Blu+e1,Bathtub,Snow,Snowballs,,19,Safe,Cash,392,Yellow,Junglevines Tree,Neon Grindset Sign
392-15,34.599998,1457,0,https://solanart.io/search/?token=GMme2LHmzr8eFVLWfmf22FaUzbSUt3Ec9RnkAZaUbkvU,Purple3,Blue Couch,Brown Wood,Lightbrown Rug,,15,Brown Coffeetable,Spacemarine,392,Blue5,Steel Metal,
392-1,40,2106,0,https://solanart.io/search/?token=ECVR1xtUsZuQgYkAacgbwTcDwc4cXiHA3Bm89RXgHvDQ,Teal,Futuristic Cornered Couch,Lightbrown Tile,,,1,Pyramid,Plushiewhale,392,White,Lightgray Smooth,RGB Hexagons
393-15,3.6,1024,64.87,https://solanart.io/search/?token=EwnyxP1U8BHUrC5oR26YNcXUZcMRvBB5VyufKuZYNVRM,Turquoise,Marble Round Table,Hay,Sneks,,15,Officechairs,Bigbrain,393,Orange2,Orange Crystal,Sol Marble Sign
393-18,5,2064,46.68,https://solanart.io/search/?token=8DBgVEvRH9xvBsMLSbk5yPQEnrw5K1wMtfmHdvH55NqW,White,Futuristic Cornered Desk,Dirt,Confetti,,18,Garage Supplies,Orca Acquarium,393,Blue3,Brass Metal,Gray Clock
393-7,5,4212,38.03,https://solanart.io/search/?token=BUX7ZaNSk5DTVZ9zW4jCotT9iQBjvAcbjYwLiqWwchko,Burgundy,Gray Deskwchair,Sand,,,7,Candymachine,Gold Supplies,393,Yellow,Ice Bricks,Infinity Sign
394-10,4,3313,51.65,https://solanart.io/search/?token=4H1LPAxcCfcYeJe1JYqusr6FkqT4kJw4GazvBaUSvdL2,Orange,Brown Round Table,Darkbrown Tile,,,10,Classicchairs,Cards Setup,394,Peach,Blue Crystal,Candles Shelf
394-19,5,9627,16.22,https://solanart.io/search/?token=7MbAPa7mkpKsxbzj4FZCp4UDJwXvjggJjcLiisuDyiWf,Purple3,Cotton Bed,Brown Wood,,,19,,,394,White,Forest Tree,Dartboard
396-17,2.6,5732,55.91,https://solanart.io/search/?token=HWiSXMoGTsGNEy4UCcB4S5dpXBfYm63T5tEDGvY7hWo5,Orange,Weightrack,Carpet,,,17,,Jumprope,396,Blue3,White Planks,Neon Arc Blue Sign
396-9,4,398,63.39,https://solanart.io/search/?token=5waiG2YAzyLsXNsFyYon7xnFt3vNiuJBWzu4WMD5EhFG,Purple1,Treadmill,Black Slate,Bananas,,9,Yogaset,Towels,396,Red,Darkbrown Planks,Neon Gm Sign
396-8,4.2,5641,40.27,https://solanart.io/search/?token=EC9C1ypocP8QdZXzem7K9U2EGBkJiGUNpdueGhufSbcb,White,Brown Cornered Desk,Sand,,,8,Gaming Supplies,,396,Purple,Lightgray Smooth,Engima Poster
397-12,2,2428,75.21,https://solanart.io/search/?token=GDYTBjBnM4MVirYnMupKtANhdBMAns5X8njm1M8bKDFf,Purple2,Blue Cornered Couch,Grass,Confetti,,12,Futuristic Round Coffeetable,Modeltruck,397,Goldwhite,Adobe,Sol Black Sign
397-14,14,7153,0,https://solanart.io/search/?token=Em2szcwG6ddDRsC6xJ5rZEELCky5dckMnjvisieAFk3U,White,Snowman,Snow,,,14,,,397,Pink,Jungle Tree,Ice Clock
397-18,300,1689,0,https://solanart.io/search/?token=7FyQfdfSVBZZi2Dhu8F58gfbRKoBo5HiMaq98ABA2FbW,Green1,Beanbags,Grass,Confetti,,18,Beachy Cabinet,Console,397,Blu+e1,Lightgray Stone,
398-2,2,6607,58.38,https://solanart.io/search/?token=CwxtfeCg5aW2tVkt8LgLT599eNS56DqCxDYWegQTfwx9,Purple1,Weightrack,Silver Tile,,,2,Balanceball,,398,Blue5,Junglevines Tree,Star Sign
398-1,33,3491,0,https://solanart.io/search/?token=HpjjcV2MQpdr84FzNWAgr31z3giLgquCLa3DmmY6J6nH,Teal,Silk Couch,Carpet,,,1,Glass Coffeetable,Spacemarine,398,Goldwhite,Darkbrown Planks,Binaryclock
398-8,200,5352,0,https://solanart.io/search/?token=BGukdRJ8um816jmmydY226xoUUVNPVJHQdNeePev3Rkp,White,White Bed,Dirt,Basketball,,8,Brown Bedtable,,398,Blu+e1,Ice Bricks,Dartboard
398-3,4.2,1356,57.53,https://alpha.art/t/GLQKpHcnRTYna82wriEszuj1PsXuEzYStLdtSYxeWnSP,Blue2,Gold Couch,Black Wood,Confetti,,3,Futuristic Coffeetable,Blackswan,398,White,Forest Tree,Heart Sign
399-1,250,114,0,https://solanart.io/search/?token=5DTfjskpsbdv9C3ZGt3TGgMD9WY1KiNVrzKJ5KZ1ezXQ,Purple2,Blue Cornered Couch,Lavarock,Sneks,,1,Glass Round Coffeetable,Oogatoy,399,Orange1,Pink Smooth,Earth Poster
399-18,5,5381,33.32,https://alpha.art/t/Xe2jA4gRAack64NxkixV2wDKsjjCHqU7xUrUREt9hvw,Purple1,Tiedie Bed,Brown Wood,Dogbed,,18,,,399,Blu+e1,Lightgray Smooth,Candles Shelf
400-19,10,5966,0,https://solanart.io/search/?token=9ZQE7i3Kcz67EqHa6Bbkdf7EbNX5LmubeM5vByL5nNqU,Purple1,Bar,Lavarock,Rocks,,19,Canstack,,400,Peach,White Smooth,Binaryclock
400-2,23,7316,0,https://solanart.io/search/?token=4P7Q5hBsxjyzVN7E4AHZghXWfxdG94KnkkNunHkR3ZH4,Purple2,Gold Couch,Grass,Sneks,,2,Bike,,400,Goldwhite,Gold Bricks,Television
400-15,999,6518,0,https://solanart.io/search/?token=4Kex22Bb7wTSBGA4vgbygWLC4DEsQArZw2quGW4Tt6tH,Teal,Weightrack,Gmoot Tile,,,15,Barbell,,400,Orange2,Jungle Tree,Gray Clock
401-5,3,9425,37.04,https://solanart.io/search/?token=21gTr4W7s6YcT9xpeCUNVMVSfe4McFVk29AMubRA1z9U,Rose,Bar,Cobblestone,,,5,,,401,Orange2,Futuristic Panels,Gold Clock
401-16,3,3507,60.87,https://solanart.io/search/?token=59NmZuPHLsrA2A9Ceqhz5MYQNgvaJrNrvSgLT816s7D6,Turquoise,Paintersdesk,Snow,,,16,,Paint Supplies,401,Purple,Black Smooth,Frakt Poster
401-4,70,264,0,https://solanart.io/search/?token=5fN134HWewFUwqFUMwTzZaSazMAQtsm2E6g713cPv9ge,Teal,Weightrack,Carpet,Rocks,,4,Gymbench,Towels,401,Orange2,Blue Crystal,Sol Black Sign
403-14,2.19,4767,63.89,https://solanart.io/search/?token=316BPhUnqS8fifDhoVQN32AEJxx852CPydwsTBomNgas,Burgundy,Brown Cornered Desk,Lightbrown Tile,Rocks,,14,Gaming Supplies,,403,Yellow,Psychedelic Smooth,Star Sign
403-6,2.5,4123,63.39,https://solanart.io/search/?token=2d794wH8xG176pEXUBqVb7t4nXsYV9W2HRFMftJf8Gq8,Turquoise,Weightrack,Cobblestone,,,6,Gymbench,Jumprope,403,Green2,Bronze Metal,
404-2,3.5,6798,42.61,https://solanart.io/search/?token=6CgkLqDhV3rP78eq6GsKFpWHjJa7creHtKuvRchuZogQ,Burgundy,Blue Couch,Glass,Confetti,,2,Candymachine,,404,Goldwhite,Silver Bricks,Candles Shelf
404-6,20,3182,0,https://solanart.io/search/?token=3ZLFRJsjNoBRTbJKXFDGBpzn4jBRPvzJe7bx3VNMG7LK,Teal,Green Couch,Void,,,6,Glass Coffeetable,Blackswan,404,White,Psychedelic Smooth,Neon Gm Sign
406-2,15,8847,0,https://magiceden.io/item-details/8fz3vL6pBfZKAwvvZbXJE3dAH7h7DVcRuNbzspJPR2LA,White,Cactus,Sand,,,2,,,406,White,Darkgray Smooth,Sol Marble Sign
406-4,4,8846,29.37,https://solanart.io/search/?token=5K1uD8qVrHiu5ufjojxiLmBpp7ZSd9qAh5zuGWMovHf,Blu+e1,Futuristic Cornered Desk,Cobblestone,Rocks,,4,,,406,Pink,White Smooth,Sol Black Sign
406-10,4.55,4717,40.49,https://solanart.io/search/?token=5EiZ3oj2RE9cWnvssxtbeugrqaLwghgmxPR24CWaPoGX,Purple3,Beachy Chairwplant,Grass,Plants,,10,Crayons,,406,White,Darkbrown Planks,Heart Sign
406-20,100,8530,0,https://solanart.io/search/?token=5phcC2UC7usrG71uHqtgeXpWZbjEqoEJKVRfYZU2bLsb,Rose,Bar,Grass,Crystals,,20,,,406,Yellow,Psychedelic Smooth,Neon Arc Red Sign
406-12,2.5,6342,54.45,https://alpha.art/t/dGaunGpcEcMPozKpLf15hSUxuEyoPzaNKjsGrsRjKU9,Turquoise,Orange Couch,Carpet,Sneks,,12,Hotpottable,,406,Blu+e1,Junglevines Tree,Gray Clock
407-14,3,8987,38.8,https://solanart.io/search/?token=GPExAcXcKqoW4NLe6mZch36SNopzpUigesim6QRDzNtc,Black,Gold Couch,Brown Wood,,,14,Crayons,,407,White,Blue Crystal,Neon Arc Purple Sign
407-8,4.9,5319,34.57,https://solanart.io/search/?token=DxJSkXvLHT7Nvbydyd6e3dGbxv9DPWivi5GzZHSm5nMZ,Black,Cotton Bed,Black Wood,Soccerball,,8,Brown Bedtable,,407,Purple,Silver Bricks,Neon Grindset Sign
407-5,5,3300,41.7,https://solanart.io/search/?token=9dF3gCfHbYdCfwSfBKy9T6s1DNsbGAV3x7kJ2WwYHhkp,Purple2,Gray Cornered Desk,Carpet,,,5,Trading Supplies,Cactus Terrarium,407,Peach,Forest Tree,Katakana Sign
408-4,1.69,2823,76.72,https://solanart.io/search/?token=FKqVLFN8exKvWEWMR5BrM8XinjyickHccwcdxkjzwLGd,Pink,Futuristic Cornered Couch,Void,Crystals,,4,Pyramid,Modelbot,408,Orange1,Jungle Tree,
408-13,4.1,529,61.86,https://solanart.io/search/?token=E3ExMSFTC21SWiCenGTjmj5kxV7rzL6cMJpvJGDdz4G3,Blu+e1,Ice Couch,Gray Tile,Cotton Rug,,13,Futuristic Coffeetable,Gold Bookstack,408,Purple,Concrete,Binaryclock
408-3,21,5767,0,https://solanart.io/search/?token=FJeWqjSZhHU6WniKFLpuZcqdKLG92AXi3jZa8EgYWMiu,Purple3,Bar,Hay,Bananas,,3,Canstack,,408,Blue3,Psychedelic Smooth,Gray Clock
408-6,50,9679,0,https://solanart.io/search/?token=8vDCkcUT6y39aoQvtkTGCdjhX1VxnKbTMDDKqFUKoss8,Purple2,Djstand,Glass,,,6,,,408,Goldwhite,Futuristic Panels,Gold Clock
409-9,2.5,2363,70.47,https://solanart.io/search/?token=9FN8ZMMiYKHwMjgLXNM86NWHTydqj6ymFWaMWsNmwoqm,Orange,Green Cornered Couch,Grass,Confetti,,9,Marble Round Coffeetable,Modelufo,409,White,Orange Crystal,Neon Arc Blue Sign
409-10,2.88,601,73.77,https://solanart.io/search/?token=7XVG3LERbxEtyEaMVVDRhVhcAABpcC5UQ3PEtW2oSruV,Purple3,Silk Bed,Grass,Plants,,10,Brown Bedtable,Cowboyhat,409,Green2,Lightgray Smooth,Star Sign
410-10,2,1292,79.79,https://solanart.io/search/?token=AWPDAGJX4EtDv1kfy6RdqxUbj99qHXDGm1gA7RCY5ufK,Blue2,Cotton Bed,Grass,GN Slippers,,10,Brown Bedtable,Sunglasses,410,Black,Silver Bricks,Neon Arc Purple Sign
410-16,9,9144,0,https://solanart.io/search/?token=Dt3nenD22k8QTr3muyynURwxEhHLHVmsWki1f2iuFMmm,Yellow,Evening Dining Table,Gmoot Tile,,,16,,,410,Blu+e1,Darkgray Stone,Ice Clock
411-3,4.99,6532,28.79,https://solanart.io/search/?token=5acKf5h6iBAMmpNwCHbKH5ZyrYYPooHZ3pV1G3h84eEW,Green2,Gold Couch,White Slate,Confetti,,3,,,411,Pink,Black Smooth,Frakt Poster
411-4,6.9,7809,4.54,https://solanart.io/search/?token=AuPaCtDvVBaWzC4KFdy1XEBxdVGqxihANYKUWH3eyVgn,Blu+e1,White Bed,Darkgray Wood,Lightbrown Rug,,4,,,411,Orange2,Pink Smooth,Star Sign
411-11,10,241,4.02,https://solanart.io/search/?token=3vkfkmVY2oPtnZkXN6kJt5CQn5g5mdGLJ9Hcab9QSrz8,Purple2,Black Bed,Lightgray Wood,GN Slippers,,11,Brown Bedtable,Solanavisors,411,Orange1,Lightgray Smooth,Star Sign
412-17,2.95,6079,51.01,https://solanart.io/search/?token=5JijMDoyRswZ9t3iQi25wya1bDLL13Cj85mHWD7WyeAB,Blue2,Butcherblock Kitchen,Sand,Bananas,,17,,Knifeblock,412,Pink,Adobe,
412-10,4,3035,52.77,https://solanart.io/search/?token=HmZJCyUtjfeJaDk8GcbW3pa1XaVg1R7ZginvmUdr1kBj,Blue2,White Bed,Glass,Rocks,,10,Brown Bedtable,Pearlnecklace,412,Blue2,Darkbrown Planks,Star Sign
412-1,5,6510,28.77,https://solanart.io/search/?token=8drRyDw2oQV9aaXiusFhAXukNRMk6NGBuZTGe3fpPNAo,Purple1,Log,Grass,Sneks,,1,,,412,Pink,White Planks,Sol Black Sign
413-3,1,9063,58.49,https://solanart.io/search/?token=9ZhS6WEB5pjEC1nSQK1KNphXdjmVuRJirnZoheuNNPFx,Purple1,Green Couch,Cobblestone,,,3,,,413,Blue5,Psychedelic Smooth,Neon Arc Blue Sign
413-20,3.11,3145,61.23,https://solanart.io/search/?token=CFRtpdk341QGcBHcBFyndmcUYcppv6u58KsfZGiVbV9H,Black,Weightrack,Gray Tile,,,20,Balanceball,Jumprope,413,Green2,Junglevines Tree,Gold Clock
413-11,3.4,3243,57.93,https://solanart.io/search/?token=FPPab4KVTmXCWwMjczCehHbp38J7An8KDGKWiaR3WN2m,Teal,Evening Dining Table,Mud,Confetti,,11,Silver Coathanger,,413,Blu+e1,White Smooth,Earth Poster
413-6,4.99,4369,37.5,https://solanart.io/search/?token=2ZTZ8P3q75zUoEeWBRBD6pAawsVbW94RBXNHsGJay4yk,Yellow,Evening Dining Table,Gold Tile,,,6,Silver Coathanger,Gmoot Loot,413,White,Gold Bricks,Neon Arc Blue Sign
414-5,3,7154,46.18,https://solanart.io/search/?token=388rZVFCXj7xL3SxESkGesMdsJcisddghszCn6QYazAM,Blue2,Gray Cornered Desk,Darkbrown Tile,,,5,,Skulls Terrarium,414,White,Futuristic Panels,Sol Black Sign
414-19,4,3316,51.64,https://solanart.io/search/?token=4Ge3EZQsPcP8FqABP8QnB8e73k9f5vpXoTQnKzNeBf7B,Turquoise,Green Cornered Couch,Gray Tile,,,19,Glass Round Coffeetable,Modelspaceship,414,Pink,White Smooth,Star Sign
414-6,4,9170,28.06,https://solanart.io/search/?token=2ubGK7X4C1ZzYVgFKEvWoVcf8ngaDDo5J3XoxrhkYYve,Purple3,Butcherblock Kitchen,Grass,,,6,Toaster,,414,Blue2,White Smooth,
414-8,2.1,4517,65.8,https://alpha.art/t/G83R9tP14yzuY8sRkrwgtvCRDP6HjTJHQLUdZsEvrDQY,Turquoise,Purple Cornered Couch,Gold Tile,Sneks,,8,,Modeltruck,414,Blu+e1,Jungelvines Gray Bricks,Clapperboard
