id,price,moonRank,💎 score (%),storeURL,Background,Base,Bottom,Ears,Eyes,Head,Shoes,Teeth,Top
2023,3.5,2934,45.9,https://magiceden.io/item-details/6MCCb2Pkd69kJGKrTVrYfTfqTyGHz41QctmCpupaFGjU,Red,Sky,None,Mickey,Cross,None,Runners Black,Spike,Windbreaker Lemon
2029,7.99,2701,3.67,https://magiceden.io/item-details/B4tS2h3HvU7ioyGYA3V5UoS9PAJfc45jLE2Y3cDRfVKe,White,Black,Puff Pants Black,Mickey,Round,None,Sandals Yellow,Spike,Smooth Puff Seafoam
2038,5,1107,51.82,https://magiceden.io/item-details/D58wfU7Pjgj2dyuxL2ijpWP5jivtSXuRhKsGciZSsV1K,White,Candy,Shorts Black,Heart,Round,None,Angoboot Black,Rainbow,SHLD
2039,4.9,973,54.36,https://magiceden.io/item-details/BmGu45iaQSDgiHkGVPsNr1V9C75JeK7f3oui2RTotPAG,Green,Mint,Shorts Pineapple,Mickey,Spiral,None,None,Rainbow,Enigma Vest Red
2045,5,2541,35.4,https://magiceden.io/item-details/74BhQbq1NwJrqxjMgpdHZCMTZvGGQnmdP5ZvwrAer9aP,White,Purple,Windbreakers Dark,Mickey,Spiral,None,Fly Blue,Gap,Perforated Puff White
2046,4.5,1381,53.69,https://magiceden.io/item-details/C6R3prQPL2qNohvmHnddPCaMXJAFxUDpWrNoqCDKi3yT,Red,Solana,Latex,Mickey,Spidey,None,Runners White,Spike,Striped Sweater
2048,5,1936,42.33,https://magiceden.io/item-details/H4t1y4YicNjKFG1djqnG4ai2WGd4fWWirTn3R2KDJi6Q,White,Flame,Puff Pants Purple,Mickey,Spidey,None,Sandals Purple,Gap,Sweater Carolina
2049,4.6,3478,28.67,https://magiceden.io/item-details/CmxVv6i4SHSqPqH5BSSSvGGjCVHBcXASBAMNXYPeP7T2,White,Mint,None,Heart,Spidey,None,None,Spike Open,Tee Black
2061,50,1212,0,https://magiceden.io/item-details/891y7ifKP8t1TvRNB1ueNPvgoFbWUy9sdbkoDXtvdMby,White,Purple,Windbreakers White,Horns,Spiral,None,Fly Blue,Rainbow,None
2062,6,1367,38.85,https://magiceden.io/item-details/CxJeCBwP5UZR5WPBZzNStZoN3M9wfEQBB9gwoocjuPiP,Black,Mint,Puff Pants Cream,Mickey,Spidey,None,Fly Bred,Spike Open,Tee Black
2063,4.5,1725,49.75,https://magiceden.io/item-details/C9jpBXkxLYPQdVnc9XH5z4hyX5oTXjUatNK3XEEGurAe,Green,White,Puff Pants Black,Mickey,Spidey,None,Runners White,Spike Open,Base Puff White
2064,2.5,3262,52.15,https://magiceden.io/item-details/8Gr4Qw6x5K8rvXkiiuk7tezoyvHuyN5LvqwH8yMZDWUk,White,Pink,Shorts Pineapple,Mickey,Round,None,Angoboot Black,Gap,Long Puff Orange
2075,2.5,3386,50.73,https://magiceden.io/item-details/AUV34Wzx1JZq617vysdwr4U1X7hcSgoXzKYXuUaXb8K9,White,Purple,Windbreakers White,Mickey,Cross,None,None,Spike,Long Puff Orange
2080,5.25,1317,46.92,https://magiceden.io/item-details/AZKKUUbo8WZo5HkmTNUyTp271Mggy6uyv9bUcZEpy8Tj,White,Purple,Latex,Heart,Cross,Halo Yellow,Fly Panda,Spike,Smooth Puff Red
2084,4.5,2305,43.1,https://magiceden.io/item-details/5AjLqeuD8zzhF6GCgt24fpSVUs9uhegcuDzGHV4oC36s,Purple,Purple,Shorts Black,Mickey,Spidey,None,Runners Black,Spike Open,Base Puff White
2086,3.3,2556,52.23,https://magiceden.io/item-details/3uFi4zUFHqQJ9oujs7XFiNNDZ19jfeZze6kdjfjKRmXp,Purple,Purple,Latex,Mickey,Round,None,Fly Bred,Spike,Long Puff Black
2091,50,147,0,https://magiceden.io/item-details/HW1ERZ2qyt4TfnxV7sQzKuWixZZvC4ffgm8YTcDPDBp7,White,White,Shorts Black,Pigtails,Glory,Halo Red,Fly Blue,Spike Open,None
2094,9.9,51,14.92,https://magiceden.io/item-details/3eJ3iFB4XKPNsFuuxaf5P6ULxbuyFKmrQsCiHZB3i66W,Green,Flame,Puff Pants Black,Heart,Spidey,Halo Red,Fly Panda,Rainbow,Tee Blue
2095,1.8,3193,59.94,https://magiceden.io/item-details/2i91JqQpSCpiVaEAE4xYN7yaf8EFtbgnRTPxnU6W5Neh,White,Sky,Shorts Black,Mickey,Spidey,None,Angoboot Beige,Spike,Long Puff Black
2100,27,789,0,https://magiceden.io/item-details/CDSrgSRH2Q7REo39AZHCdLZwe3HuPpaSAY2CaTp3y3HB,Red,Solana,Latex,Heart,Spiral,None,Sandals Purple,Spike,Enigma Vest Red
2102,4.5,1410,53.35,https://magiceden.io/item-details/7svKhCWJ8GjNjbUSL9mY1FneQHAwC4ngTAY5H1ahHJK,White,Solana,Latex,Heart,Round,None,Angoboot Black,Rainbow,Smooth Puff Red
2103,2.88,1931,63.59,https://magiceden.io/item-details/9vjQ6TQPpNs38t4kb7mNFDKuvjqXYPx214xVDuV1fVqU,Purple,Pink,Windbreakers Dark,Heart,Spiral,None,Sandals Yellow,Spike,None
2104,2.5,2914,56.13,https://magiceden.io/item-details/AzPNSQ1WJ6yqyGLfE276AUCJT9uMizKH5t2LwehikbVW,White,Pink,Puff Pants Black,Mickey,Spiral,None,Angoboot Neon Orange,Spike Open,Tee Blue
2109,6,809,45.24,https://magiceden.io/item-details/EtdmUe3oZwhX3y6yh5Y7SSToWBqGnDCMyinGkCsqerGB,Purple,Orange,Shorts Pineapple,Mickey,Spidey,Halo Yellow,Runners Black,Spike Open,Long Puff Orange
2115,3,2785,52.61,https://magiceden.io/item-details/7oJXDH2aqaESGv83GpDxwFyPC6BzJtdwbs1HxjFFahhj,Yellow,Purple,Latex,Mickey,Round,None,Runners Black,Spike,Tee White
2122,6,1785,34.06,https://magiceden.io/item-details/BWzESTESqrcdziEQVbqhximPc3KhgkGYH7CKHNiuxx18,White,Orange,Jeans,Horns,Round,None,Runners Black,Gap,Enigma Vest Red
2125,4,466,69.16,https://magiceden.io/item-details/DLBHrcyoVA7ozybd7eG45xKhRDdQMcSQpCXumhyYRADN,Yellow,White,Shorts Black,Mickey,Cross,Pink Flower,Angoboot Neon Green,Spike Open,Puff Vest Cream
2127,5,3185,28.03,https://magiceden.io/item-details/9KTEiYQZqcKvprunMWnREPRQw7jHvVnBbGooyPgh3ZSo,White,Black,Shorts Pineapple,Heart,Round,None,Sandals Yellow,Spike Open,None
2128,4.9,2204,40.26,https://magiceden.io/item-details/8GKNDuyZbeNyUxM37TTRKRiw7XW1MjfGNLCqc7hiwBQL,White,Black,Puff Pants Purple,Heart,Spidey,None,Sandals Red,Spike,Sweater Carolina
2135,6,766,45.73,https://magiceden.io/item-details/GaShk8ecZW925zBQDNtXT3AGYq5RXYBywUAVCj9Gt72E,Yellow,Purple,None,Heart,Cross,Halo Yellow,Fly Bred,Spike,Windbreaker Lemon
2142,5,475,59.06,https://magiceden.io/item-details/FgD5qAZV4XbDp5jLPCZ9o4Wt7qDgBjmZjsP7EhdAj2KZ,White,Candy,Puff Pants Black,Pigtails,Round,Blue Flower,Croc,Spike,Windbreaker Lemon
2145,3,685,76.66,https://magiceden.io/item-details/5JukYqmnUEXK5BcktBnrtnF2LbWnTxcZFavwDbnaoSLT,Red,Mint,Latex,Mickey,Round,None,Sandals White,Rainbow,Perforated Puff White
2154,3.9,446,70.39,https://magiceden.io/item-details/Hop3u1cb88PVcX3BC2jpxjwnHfXZeBaj8A15f1mZE1gk,White,Candy,None,Mickey,Jinx,Blue Flower,Runners White,Spike Open,Sweater Black
2158,3.25,1769,61.74,https://magiceden.io/item-details/DRWhHYPq9FqGBY1Z9uBNyXvH6xr2q8ogVxwWgn1aJwDr,White,White,Puff Pants Cream,Pigtails,Round,None,Angoboot Beige,Spike Open,Perforated Puff Purple
2164,5,2816,32.25,https://magiceden.io/item-details/6uz4vQdrUT4cSREgmH1retnqKACKiea4WSBug3XNARoj,White,Candy,Latex,Heart,Spidey,None,Angoboot Neon Green,Spike,Long Puff Orange
2167,7,2702,13.56,https://magiceden.io/item-details/2UGfr8VKD3hb2wGtddmWvJKtadxTKc3oeyAyF9FkM7Yk,Purple,Candy,None,Heart,Round,None,Fly Bred,Spike Open,Long Puff Black
2172,10.5,769,0.69,https://magiceden.io/item-details/2syM2apcZGMPMutR45X48KUwWzaQ3Cq4rR9wk2jJ6tVG,Red,Skelly,Windbreakers Dark,Heart,Round,None,Runners Black,Rainbow,None
2174,18,240,0,https://magiceden.io/item-details/8fiMwvR4rdPZYV4sqmz53hJqFoZyaoh3DLmSYVisdpy9,Red,Flame,Puff Pants Red,Heart,XTCY,None,Angoboot Black,Gap,Perforated Puff Black
2183,6,1096,41.95,https://magiceden.io/item-details/HSzLdgh6Lf4rApq6gjtmupoffxb7cH1pp1FWdsunBsc1,White,Sky,Puff Pants Red,Horns,Spidey,None,Angoboot Black,Vamp,Tee Blue
2185,3.5,1760,59.35,https://magiceden.io/item-details/2EV1rQzurbcEgo1tMjnHrDtxh6SqekYMrFm8WBuvmjui,White,Orange,Puff Pants Black,Mickey,Cross,None,Fly Bred,Rainbow,Sweater Honey
2186,3.9,501,69.76,https://magiceden.io/item-details/AMZgMoyQ1Z1jMgK4q3QQEDfEkd1rKdFd4LkUE4MwK2zA,White,Purple,Puff Pants Red,Horns,Round,Pink Flower,Angoboot Black,Gap,Smooth Puff Red
2192,9.99,99,13.47,https://magiceden.io/item-details/4V7CDTG9J3qHevkksPe19zxj65Ygru5Ji1iq8KkUyqz1,Black,Flame,Latex,Mickey,Cross,MRGLA,Sandals Red,Spike Open,Tee Black
2194,3,1942,62.26,https://magiceden.io/item-details/E1SsKd6XASK3mhYUtnapajbZBQjPgcTgoSTfD9pSaBQS,Purple,Sky,Windbreakers White,Heart,Round,None,None,Spike Open,Perforated Puff White
2199,2.5,1098,76.93,https://magiceden.io/item-details/28KhEei6FugkvLWA5sAoJsRiRmUnzZh8uvJj5usFWitH,Red,Orange,Latex,Horns,Round,None,Fly Bred,Spike Open,Puff Vest Pistachio
2213,80,268,0,https://magiceden.io/item-details/paNCXVw9fLBrZwXmEcDkn49kT5hHd9uhFbkcMpHrKad,White,Solana,Puff Pants Purple,Mickey,Cross,MDAS,Angoboot Black,Spike,Base Puff Yellow
2215,500,619,0,https://magiceden.io/item-details/87UvGj3YV1tEhtnyuhKZakkLh8HvK5hB3AbooWBPweE1,Black,Skelly,Jeans,Heart,Round,None,Sandals White,Spike Open,Smooth Puff Chrome
2216,2.5,2333,62.78,https://magiceden.io/item-details/2Kb6vqp7CMTq6Y5Sfz54sfhU72sTCZyKFPUpv4seGP1N,White,Mint,Puff Pants Red,Pigtails,Round,None,Angoboot Neon Green,Spike,Sweater Carolina
2217,10,3290,0,https://magiceden.io/item-details/6dt28SPf2S1fDuteBH9PKBrbz7YJnVRaqLLPcQSkMdKm,White,Pink,Shorts Black,Mickey,Spiral,None,Angoboot Black,Spike Open,Long Puff Orange
2219,4.5,832,59.97,https://magiceden.io/item-details/BdU7JCtRm7rDAeghJn5rnrZEvmiWUtoez3isTxgNDkJz,White,Candy,Latex,Pigtails,Cross,Pink Flower,Fly Bred,Gap,Base Puff White
2223,2.5,787,80.49,https://magiceden.io/item-details/68BE69jDdhfPf1S7v9uyiiXoh7UK7HRxPnwZrjtqftMj,White,Mint,Shorts Black,Pigtails,Round,Thorn,Croc,Spike Open,None
2225,3.5,2116,55.27,https://magiceden.io/item-details/Dy7aiJPa8mQAoLhbvqQiKcGrjxxH2KJuZ2HLTVzStuxz,Yellow,Orange,Jeans,Heart,Cross,None,Fly Blue,Spike Open,Grandpa
2233,1.999,2729,63.26,https://magiceden.io/item-details/Cx96aLV4rfbgEBAay8QEMCMzzcg823NHuUdpTcwtcMsS,White,Orange,Puff Pants Purple,Pigtails,Spiral,None,Runners Black,Spike Open,Grandpa
2234,6,926,43.9,https://magiceden.io/item-details/DW2XMp9pxHM8uZmZ1kmb94ND8jXpWHGJDv1F3AmZNLhw,White,Purple,Jeans,Heart,Hypno,None,Runners White,Spike,Perforated Puff Black
2238,12,327,0,https://magiceden.io/item-details/Dteyw1fXYxx12F4JZzaimBRFCY9VQhSCw4fnsdsqk3tL,Green,Sky,None,Mickey,Spidey,MDAS,Angoboot Beige,Spike,Tee White
2240,5,1801,43.88,https://magiceden.io/item-details/7LSGs6XZM7VcuipsU6pNGFtk2JaXjyvkZEwp8DXUckkq,Yellow,Flame,Windbreakers White,Mickey,Spidey,None,Fly Bred,Spike Open,Tee Blue
2241,2,1920,72.51,https://magiceden.io/item-details/Eq5yHtdq2KEAMKRszfYqJjRsm6noXhEcAyomGf6vzvCr,Green,Mint,Windbreakers Dark,Pigtails,Round,None,None,Spike,Sweater Honey
2242,3.5,2125,55.17,https://magiceden.io/item-details/48fqfCF3XvChbb8ywyAeJLgbN1TVxgfsAjz8EuzFB4Fc,Purple,Pink,Shorts Pineapple,Pigtails,Cross,None,None,Spike,Base Puff White
2248,8.88,57,25.05,https://magiceden.io/item-details/BxL3RfmkMDye48EghvbG9rGZPKxJNYy2EJ7WGZAnorcX,Green,Purple,Latex,Horns,Cross,Pink Flower,Fly Panda,Rainbow,Long Puff Black
2252,2.8,661,78.93,https://magiceden.io/item-details/Gv5xoSmZVDJrAwsUs2rq8fHx9JzS6cw1s8WnPSaURR4w,Red,Mint,Jeans,Mickey,Spidey,Halo Red,None,Spike Open,Tee Black
2263,15,722,0,https://magiceden.io/item-details/B1n92QH4v4AH9hHR9E38KZvsoySvak3VXqt7PDtXJGD7,White,Black,Shorts Pineapple,Horns,Cross,None,Fly Bred,Rainbow,Enigma Vest Red
2266,2,2644,64.22,https://magiceden.io/item-details/7YTXcaDZkmx4YFq4AxSPAn6vctchBssFfSvcXtHEn4qW,Green,Black,Shorts Black,Mickey,Spiral,None,Runners Black,Spike,Smooth Puff Chrome
2269,4,1739,54.59,https://magiceden.io/item-details/CCXJQV46HrnoRyiTgCve5MaU6RwVrTuaWzprUr1dZvCp,Yellow,Purple,Windbreakers Dark,Heart,Spiral,None,Fly Blue,Spike,Striped Sweater
2272,35,194,0,https://magiceden.io/item-details/BJ7WdPTNPEuGfHy3MtGepq63ogS7HNJyr9MUDYBJb3Dx,White,Mint,None,Heart,Jinx,Halo Yellow,Fly Blue,Spike Open,Perforated Puff Purple
2273,1.89,850,85.87,https://magiceden.io/item-details/6UGGQVn3gTpyRuPmnq7jKLvvjNNSSVupD2uriMLR2jJF,White,Flame,Puff Pants Red,Heart,Round,Blue Flower,Sandals Red,Spike Open,Base Puff White
2282,1.485,1178,86.16,https://magiceden.io/item-details/6RTHwjoaMbfJchePnQyWU5aygb5f7M8NnzRgpsrktEix,White,Pink,Puff Pants Cream,Mickey,Round,Blue Flower,Fly Blue,Spike,Smooth Puff Red
2286,3,889,74.32,https://magiceden.io/item-details/9hLujo9MCLS59qaNsVnyi3iZEg6BNVYMQoUyLRXVEtm7,White,Black,Latex,Heart,Round,Pink Flower,None,Vamp,Perforated Puff White
2288,4,2394,47.09,https://magiceden.io/item-details/GxQn3JnJ38CiyoqWQ8MtuVaXgoN8Gr1JmwFDEci1yepy,White,White,Puff Pants Cream,Heart,Spidey,None,Sandals Yellow,Spike Open,Tee Blue
2289,67,1869,0,https://magiceden.io/item-details/FKSF2s6UncwnQ37wDZ7y5iyARzDMMDZhLABsGikRfMJr,Yellow,Shadow,Jeans,Pigtails,Round,None,None,Spike Open,Long Puff Orange
2298,27,1464,0,https://magiceden.io/item-details/GGozdiMrzKceuHjgPe6GTUGQEfA8u48wQxQ8UvR7yKDP,White,Skelly,Windbreakers White,Heart,Round,None,Fly Bred,Spike Open,Perforated Puff Purple
2301,3.25,1586,63.84,https://magiceden.io/item-details/4ReKoy7iKAXKH77SSot9LoZ9hANRiBBEQdMxZDCvtryi,Green,Sky,Puff Pants Cream,Mickey,Spidey,None,None,Spike,Puff Vest Pistachio
2302,42,1504,0,https://magiceden.io/item-details/FNqZDKY6E2SnF3DXaCXgqnF66iL3L33roVUPLdeGKW66,Black,Candy,Puff Pants Cream,Mickey,Spiral,None,Angoboot Black,Spike Open,Tee Blue
2304,8,197,32.24,https://magiceden.io/item-details/72eEEAMR76WguAchri6RGXxWC3ZTbvUTsfB68dutMPKq,Purple,Shadow,Jeans,Horns,Spiral,Pink Flower,Fly Bred,Gap,None
2311,4,2251,48.72,https://magiceden.io/item-details/2zUGYd9TFAytP3q3p2ZNmnUaE58wzkojdk6p39dxcp6t,Red,Orange,None,Heart,Round,None,Angoboot Beige,Spike,Perforated Puff Purple
2312,4,600,67.63,https://magiceden.io/item-details/4559Ci4E8bBi8XiLmz1iiUgHG6YC1mqnQtRLpezeFUC6,Green,Black,Puff Pants Red,Mickey,Spidey,Pink Flower,None,Gap,Tee Blue
2317,2000,1903,0,https://magiceden.io/item-details/7HgFKDmkca9u4KzqUx4LVsRrUt4BW3Cn9qNSTJ3cCy22,White,Skelly,Shorts Pineapple,Heart,Round,None,Angoboot Beige,Spike Open,Perforated Puff Black
2324,5.2,1026,50.75,https://magiceden.io/item-details/FDh5wJ9Q8U6HWEWrmk2j4yvruS1aQivVaQLjm9Rswqbt,White,Candy,Jeans,Horns,Cross,None,Sandals Yellow,Gap,Perforated Puff Black
2330,12.34,1548,0,https://magiceden.io/item-details/6cUFSDz3mSCxVqMwHv5NGQvdB7KYgri87FjppRnzikwq,Green,Purple,Puff Pants Purple,Mickey,Round,None,Fly Blue,Gap,Windbreaker Lemon
2333,5,1451,47.88,https://magiceden.io/item-details/JA4SQPw1jNR8tXqwhFR7NRgCL2aDpyJYphQ6Ak9nmsGh,Yellow,Black,None,Mickey,Round,None,Sandals Purple,Gap,Enigma Vest Red
2334,20,144,0,https://magiceden.io/item-details/ANDuuMW7AgSoW5KQNqowZH7eB8uqmK3vioQ3aAoB2aMB,Purple,Shadow,None,Mickey,Spidey,Blue Flower,Runners Black,Rainbow,Perforated Puff White
2337,4.2,3058,37.48,https://magiceden.io/item-details/HZjSwaPAR8FSX5AEbsm8MGa7KDGE1hVbXR2EJaBXLyxz,White,Sky,None,Mickey,Spidey,None,Angoboot Beige,Spike,Puff Vest Pistachio
2343,1.69,2535,68.57,https://magiceden.io/item-details/BLrq84R8rbRZtp6SkmXskcjZcKCn1iCoDo2so6JTCedW,White,Pink,Shorts Pineapple,Pigtails,Spidey,None,Fly Blue,Spike Open,Smooth Puff Red
2344,2.93,2894,52.06,https://magiceden.io/item-details/61sjarXkcKvmHbARhAYQauYeRWF1pWHfRKPmso4XhEa1,White,Purple,Puff Pants Red,Mickey,Spidey,None,Angoboot Black,Spike,Tee Blue
2345,4.8,1583,48.37,https://magiceden.io/item-details/7hSF1Cgh22KhVHmUNYjoAMmUWVMJnoAAdEBg5CzEr7Gn,Black,White,Puff Pants Red,Mickey,Cross,None,Angoboot Black,Spike Open,Smooth Puff Azure
2347,40,1139,0,https://magiceden.io/item-details/HFu9PR3SXfAQNugYzkcvg37dpQUingpdzBXBr4grYWNW,Purple,Shadow,None,Horns,Spiral,None,Angoboot Neon Green,Gap,Smooth Puff Seafoam
2349,5,2146,39.93,https://magiceden.io/item-details/4cBtab7yVZr7WmYou38HCX67kF1PzTE9QZw4VmV2taiX,Red,Pink,Shorts Pineapple,Heart,Round,None,Angoboot Black,Gap,Sweater Black
2350,4.9,3202,28.83,https://magiceden.io/item-details/7bYLJsABeCUtoaKAcyAAijZGMpepVqMfcGJ8qupPXvYZ,White,Orange,Puff Pants Purple,Heart,Cross,None,Runners Black,Spike,Smooth Puff Seafoam
2352,3,3238,47.42,https://magiceden.io/item-details/kSAivnFrd65uAU1L2yHYHzYDSKhYAWx9JRnNuY8vxhj,White,Purple,Shorts Black,Mickey,Spiral,None,Fly Blue,Gap,Long Puff Orange
2353,19,852,0,https://magiceden.io/item-details/3QDmLN8KjGzXc9PFAtd7PvR1yEVrNRrfNn6A4jRav46m,Green,Skelly,Puff Pants Purple,Heart,Round,None,Angoboot Black,Spike,Windbreaker White
2355,2.35,1191,77.36,https://magiceden.io/item-details/9kSyzea1jhTHcwHCkZrGRCMQMqg9KU8GDJWNf6Ve7efv,Green,Mint,Puff Pants Purple,Pigtails,Round,None,Angoboot Neon Orange,Spike Open,Tee Blue
2361,3,3403,45.53,https://magiceden.io/item-details/BxDHe5W2L9VD5hBFS1YBuZs78xUiQ6ykJ6BBEYuowRBv,White,Flame,Jeans,Heart,Round,None,None,Spike,Tee Blue
2365,3.75,1056,64.91,https://magiceden.io/item-details/Cqd2aa9A9mpu8pniTRdYWckdksj7GDKjS86qWYfC2P26,White,Black,Latex,Pigtails,Round,Thorn,Fly Blue,Spike,None
2366,2.5,2670,58.92,https://magiceden.io/item-details/mMjRP7ouiVaZGQWp5maW6dJwLkUML5tDYkeh7UW9zNc,White,Sky,Latex,Horns,Round,None,Runners Black,Gap,Tee White
2372,15,2511,0,https://magiceden.io/item-details/2mAjzhp6oEFJANUsAsmkqYHFkU1VpM4ejWiwpcdE2nma,White,Flame,Shorts Black,Heart,Spiral,None,None,Gap,Enigma Black
2378,3,2321,57.92,https://magiceden.io/item-details/D782wnpdv78HjfM2ZLUcixKTc1ZSTqBeFi8PDokAZAdY,White,Orange,Shorts Pineapple,Pigtails,Spidey,None,Angoboot Neon Green,Spike,Windbreaker White
2385,2.5,1659,70.5,https://magiceden.io/item-details/F9b95mQHX241AaLMEGCjBPTaE47rHXaJgN99tRTpgstM,Green,Shadow,Windbreakers Dark,Heart,Spiral,None,Sandals Red,Spike,Long Puff Black
2386,4,2647,44.19,https://magiceden.io/item-details/66QFvuakY34EpwWQ6Vw3m6qyJQSiMFFpGMceAiCraHb8,Purple,White,Shorts Pineapple,Heart,Round,None,Runners Black,Spike Open,Sweater Honey
2399,7,1017,32.85,https://magiceden.io/item-details/54PLF6qduE9zU8s67eSrj5NsPyn3pjgkEpmxqqjSmrJ4,Yellow,Sky,Puff Pants Cream,Pigtails,Spiral,None,Runners White,Spike Open,Perforated Puff Purple
2404,19.69,663,0,https://magiceden.io/item-details/AN5NNKp6B8JuW3q5h8n413VTgMdZArY9Spfd1s2esXHq,Black,Candy,Puff Pants Red,Heart,Spiral,None,Angoboot Beige,Vamp,Striped Sweater
2413,3.5,2503,50.84,https://magiceden.io/item-details/Fw1Gu8s5bMzMWhZUcdoYeiPBMwLM4TJXwe2XmZ1GdBLc,White,Black,Shorts Pineapple,Horns,Spiral,None,Fly Panda,Spike Open,Long Puff Orange
2424,17,770,0,https://magiceden.io/item-details/Fq1GN9SnmQS4TK4nYRQBYUeBeyBNdJH9Qyknke8VipTg,Green,Orange,Jeans,Mickey,XTCY,None,Runners Black,Spike Open,Sweater Honey
2429,6,581,47.85,https://magiceden.io/item-details/BUANy7y3QqpL1aNv7oKvbHL1Lg136c9TtdbDm94Lgh1m,Green,Orange,Shorts Pineapple,Mickey,Hypno,None,Runners White,Spike,Puff Vest Pistachio
2437,6.24,71,51.29,https://magiceden.io/item-details/7jVPvV4hW3txDbsTQuhdShy8Enkzgh9VBJydkkCUx7nf,Purple,Pink,None,Mickey,Jinx,Halo Yellow,Sandals White,Spike Open,Long Puff Orange
2438,4.8,1565,48.58,https://magiceden.io/item-details/8ndb8P27ZahyrsffpxV6vUpLGdvo64Uj8d6cWsAxqQHk,Red,Pink,Windbreakers Dark,Mickey,Cross,None,Sandals Purple,Spike Open,Base Puff White
2445,2.3,1890,69.86,https://magiceden.io/item-details/4hLGVL9ZzE4L3Y1r8PP8kP9FDR7jU7yWiKktzpA1Yjib,Yellow,Pink,Puff Pants Purple,Mickey,Spidey,None,None,Spike,Smooth Puff Red
2446,2.55,1568,71.04,https://magiceden.io/item-details/3RiWC81P6jES2MQHnx7c1SmPB5rL9VxePW6MAA6CCNyJ,Purple,Sky,None,Pigtails,Spiral,None,Sandals White,Spike Open,Windbreaker White
2448,4.65,2132,43.59,https://magiceden.io/item-details/HxeDmkPertUSxcXPZNtvnJ1D5UgeRy97vxgBVRi1srLp,Yellow,White,Shorts Pineapple,Heart,Round,None,Angoboot Neon Orange,Gap,Tee Blue
2449,2.55,1632,70.31,https://magiceden.io/item-details/8xsv6uScS7WwQ91adgKbZkJ5hm75DE5PSBghpvBvD6UT,Red,Pink,Latex,Mickey,Spidey,None,Sandals Purple,Gap,Tee Blue
2471,4.34,2045,47.68,https://magiceden.io/item-details/AvDFmim9SEroKeBwabnCCJ5KvGuGEqyT27YiDdy8rEFd,Red,Mint,Puff Pants Red,Mickey,Round,None,None,Spike,Perforated Puff White
2476,69696,33,0,https://magiceden.io/item-details/4uVPLsJHJX4NzYeVoobTXvQNbxTbCDuNcDHG5LE8XQKn,Purple,Solana,Latex,Mickey,Hypno,None,Angoboot Neon Green,Rainbow,Sweater Carolina
2481,7.99,1566,16.67,https://magiceden.io/item-details/GhrnywGPKgTjj9GLwEy5rYs534ovqWUC2D2QfWzjwYJq,Purple,Mint,Puff Pants Cream,Heart,Cross,None,Angoboot Neon Orange,Spike Open,Base Puff White
2482,50,303,0,https://magiceden.io/item-details/3Nr4NcoYCm7SN2XjXcCgA328XLs4FR2a5EU3JHUrgcKj,Yellow,Mint,Jeans,Mickey,Round,MRGLA,None,Spike Open,Sweater Black
2485,1.8,3049,61.58,https://magiceden.io/item-details/AHQNyz3oaCu8s2iEC2H92y7ZbwSgFhFX5kPttGe9rppD,Green,White,None,Heart,Spiral,None,None,Spike,Long Puff Orange
2487,6.25,505,46.22,https://magiceden.io/item-details/F2ecrpxgShw53rZ5yEgHF2k76mkXr9iigQYyRgu9xvPL,White,Black,Puff Pants Purple,Pigtails,Spiral,Blue Flower,Angoboot Black,Gap,Puff Vest Cream
2493,3.63,2034,54.91,https://magiceden.io/item-details/G1tUyQ98qVHmXByRdNBSgpCum8Qr59GhfjEz8rm4mH8W,Black,Black,Windbreakers White,Mickey,Spiral,None,Runners Black,Gap,Smooth Puff Azure
2494,69696,4,0,https://magiceden.io/item-details/ApxQKnwoMiD59N6HBHAMrkwju42YLZJMxKmjSZNxocLH,Black,Black,Puff Pants Red,Heart,Hypno,MDAS,Runners White,Vamp,Tee White
2495,5,2245,38.79,https://magiceden.io/item-details/CpphNFKh3em95x8qickYkSMHWfSvd6Bx9L9zbZnEJh78,Yellow,White,Shorts Black,Mickey,Cross,None,Angoboot Black,Spike Open,Grandpa
2497,5,1604,46.13,https://magiceden.io/item-details/4x9k7ppqyESLMT9wnWXyctj7M4HoxqH9wq1aRuG2c7bM,White,Solana,Puff Pants Black,Mickey,Cross,None,Sandals Yellow,Spike Open,Puff Vest Cream
2504,2.39,772,81.76,https://magiceden.io/item-details/FiqnJyeHDnniGtdjmwhMzRohbNgHyC6vaq45DjDSoBU7,White,Shadow,Puff Pants Cream,Mickey,Spiral,Pink Flower,Angoboot Black,Gap,Puff Vest Pistachio
2506,3.85,418,71.21,https://magiceden.io/item-details/5AjewuaCbLNQKmKTgjvF4YpBsSkNRXbmqupjwZgEreDE,Green,Flame,Windbreakers Dark,Mickey,Round,Pink Flower,Sandals Yellow,Spike,Tee White
2507,5,439,59.47,https://magiceden.io/item-details/2xUjr6zbEXaArH3QPsGkgA37DzTGBJ8AD9DCbdVticvc,Green,Shadow,Windbreakers Dark,Pigtails,Round,Pink Flower,Runners Black,Gap,Tee Blue
2509,65,899,0,https://magiceden.io/item-details/AfxzUr9QktM4wEghPyAoTE498MKBBxcmdiGABqRjtDCL,Yellow,Shadow,Shorts Black,Mickey,Spiral,None,Angoboot Beige,Gap,Enigma White
2518,6.4,903,40.16,https://magiceden.io/item-details/ExcbxVxv1ExqtCpLk5Y248sipCTNx1E2ghUn5FvsqCQ1,White,Pink,Latex,Pigtails,Jinx,None,None,Gap,Puff Vest Pistachio
