id,price,moonRank,💎 score (%),storeURL,Background,Body,Clothes,Earring,Eyes,Head,Mouth
8173,10.8,3059,6.25,https://alpha.art/t/7M8LFQ7RfXGSyP9DWfUN1866fcPXpkMJ84KiQ1xv82Lf,Orange,Pink,Rich Jacket,Palette,Star Eyes,Sailor Cap,Smiling
8182,5.6,5494,48.49,https://alpha.art/t/FwHszhAKxiPAiY2ravTGC4yvtcpYTSTJXXaUqxfwHKNg,Purple,Purple,Star Tee,Palette,Beaten,Cowboy Hat,Annoyed
8184,88,3945,0,https://alpha.art/t/GqHjkzN4jTsjLyvcgnx4K9izcTfSmjjRpUhJLW3vMXkA,Blue,Pink,Fancy Sweater,Gun,Coin,Cowboy Hat,Lick
8193,5,6687,50.71,https://magiceden.io/item-details/9JYfN5iV4K5E7sf14LauXkW67YmbipXdpxiQk6ZEfSQi,Cyan,Salmon,Singlet,None,Dollar Sign Googles,Beret,Party Horn
8209,12,9873,0,https://alpha.art/t/7aYEvwhbWumqyhuudFMmH8SNHcByHaUopGY1KTeHyCUJ,Yellow,Salmon,Piggy Tee,None,High,Leprechaun Hat,Neutral
8218,4.75,8721,44.07,https://alpha.art/t/4BVtSso1CCLYpfFfEu8gdPeaRWTKJDGeNZWTkx6Ms1ss,Cyan,Salmon,Star Tee,Weed,Beaten,Cowboy Hat,Neutral
8224,69.96,413,0,https://alpha.art/t/4TNrQH3DmSryuzz4PqMnYHTVBZCq2yz8aece4eymxexi,Yellow,Solana,Purple Shirt,None,Open,Propeller Hat,Weed
8226,4,7875,55.96,https://solanart.io/search/?token=7HwrewpZvbSpt4fEFVLKPzZ9TPgCpVrwp9Qza4ZEqbqE,Yellow,Salmon,Fancy Sweater,None,High,Party Hat,Cigarette
8245,5.49,1916,63.93,https://alpha.art/t/EAcxgU5LBKqd6tTxhNosfLgTYzx1jVtxwoZ61ocWUr3m,Purple,Purple,Pink Leather Jacket,Weed,Monocle,Propeller Hat,Neutral
8281,3.76,1459,83.06,https://alpha.art/t/8c2BUjrAoGkJkdj8MAGMjMF7NF6HP7jqW9iUpDFq82GB,Blue,Purple,Singlet,Red Diamond,Monocle,Elf Hat,Biting Brush
8289,12,371,5.01,https://alpha.art/t/5tHPYhqPcTQREywbh2yRS8AuBtcDbLke5Cn1thG1hBuX,Yellow,Purple,Purple Shirt,Gold Ring,Heart Eyes,Beanie,Golden Teeth
8296,3.85,5529,66.85,https://solanart.io/search/?token=7UBAJdzh6Mok98GTVgq8VzXPu4FT98TDVvjh6kEzgc4m,Yellow,Purple,Singlet,None,3D Glasses,Elf Hat,Beaten
8303,500,6420,0,https://alpha.art/t/4EvaW4ARY5WuVx7b5CpKs9wcpRuuvEJXLQ9qXWD4SFpg,Purple,Yellow,None,None,Wink,Beret,Bubble Gum
8305,6.8,2914,47.83,https://magiceden.io/item-details/2zkFWyVkbV8FgMXX6hRZQi7debYwivk56uWontpJMq9z,Yellow,Pink,Red Jacket,Red Diamond,Closed,Mohawk Hair,Weed
8312,27,7684,0,https://alpha.art/t/FPJJAou2bnkyufTPb3cEhcTPbmj9yzJo4PJhvZyt9p1g,Yellow,Purple,Singlet,None,Sleeping,Leprechaun Hat,Weed
8384,3.63,4635,71.63,https://alpha.art/t/GrJcGYZphqWKkaX6gjrLgufSeyBJUKKu4ibG7xYSiENg,Orange,Salmon,None,Red Diamond,Open,Leprechaun Hat,Beaten
8391,4.8,397,76.91,https://alpha.art/t/66anXwVytHSVwDoDAAbMcL2akbmuBAwxLohCx8HRsPtK,Blue,Salmon,Pocket Watch,Western,Heart Eyes,Officer Cap,Golden Teeth
8392,4.95,5726,54.06,https://alpha.art/t/A4da8zjueo4qfrUJrB5Vv6JoTe84ds5AX1nQFS9FCEzB,Cyan,Salmon,Artist Apron,Earth,Star Eyes,Fedora,Beaten
8396,50,9010,0,https://alpha.art/t/2oZA7Fq1B6nBoyBDuC7rsXc3F3YGTrtHRzEsNwYa3xhf,Cyan,Salmon,Fancy Sweater,Palette,Coin,Fedora,Neutral
8398,23.99,4497,0,https://alpha.art/t/EJZAFDdpA2WsxScACkSRk4ePiQTzzsXxCQY2nSwp6UGF,Green,Salmon,Piggy Tee,Amulet,Hypnotize,Halo,Smiling
8415,24.99,7394,0,https://alpha.art/t/81CAzGf3VVxoZRmw2Q6hEx2SYcU5xx9Ea7G8YxHtjYrJ,Cyan,Salmon,Fancy Sweater,Kiss,High,Fedora,Cigarette
8445,25,4520,0,https://solanart.io/search/?token=8aNjxTzLXK3hHoQeEu3DhLqGPjEq3x83hm8rSJN3LXAC,Purple,Pink,Fancy Sweater,Earth,Hypnotize,Mushroom,Annoyed
8459,5,3023,65.39,https://magiceden.io/item-details/3tZm92oJ8Niuo94R7v55RBp4UH7Jezoj2eHbzHnJA3Di,Purple,Pink,Piggy Tee,Red Diamond,Monocle,Beanie,Biting Brush
8468,20,670,0,https://alpha.art/t/JBnF5wh797YZH6Zj6w77paVGDURERjRfV94CN4dfHqqB,Orange,Solana,Red Jacket,Earth,Sleeping,Cowboy Hat,Neutral
8482,4,7900,55.86,https://magiceden.io/item-details/6X8EchGGtoHzLAQ1qWNzzEai2mt4vBjn9dmDMRxXLcVD,Blue,Salmon,Pocket Watch,None,Open,Mushroom,Smiling
8491,3,6435,71.72,https://magiceden.io/item-details/FWCUAj2Xr6QrKtnh7bWjAizJq8Gq7H8DK3kdMejgtgc7,Orange,Purple,Piggy Tee,None,Heart Eyes,None,Lick
8497,3.75,6038,64.81,https://alpha.art/t/D8LmwGkwEkyha5DoLSxwd8JnuuYAvWwkxE3iTDvhG2ya,Yellow,Salmon,Purple Shirt,Western,Closed,Propeller Hat,Neutral
8534,53.42,1780,0,https://alpha.art/t/Hcw1amj9yda3rqn12ZpHZpeoQSD29aowmSza5pWvPee1,Yellow,Pink,Solana Tee,None,Open,Red Hair,Bubble Gum
8539,38,1906,0,https://alpha.art/t/FLnX3UMqprSuppLGSTLk7GMq8qJefmPkYRt7brQxoVhG,Purple,Solana,Star Tee,None,Closed,None,Smiling
8543,20,4604,0,https://alpha.art/t/147Zbst8UgDkePVrU2FBaDfiDaamQASWW7vAYVr1KbEC,Blue,Purple,Piggy Tee,Weed,Crying,Leprechaun Hat,Bubble Gum
8557,3.5,7150,63.86,https://magiceden.io/item-details/2CUcB2c4BA8PAYUh8iBGxqSxyC68FfVyRW6pHRF7MiPo,Cyan,Salmon,Singlet,Gold Ring,Beaten,Cowboy Hat,Biting Brush
8559,10,5526,4.37,https://alpha.art/t/FGbEsk6VPmYnh7tj4hHqLiUv7oDCawbqbWGBh9iogG5c,Yellow,Pink,Pink Leather Jacket,Gun,High,Beanie,Annoyed
8579,15,6540,0,https://alpha.art/t/5U6DfAQWrrhLAovB6EDXgRxHnzfVCJ5FuqYv2pTo11mY,Orange,Salmon,Fancy Sweater,Gold Ring,Closed,None,Lick
8604,3.69,8501,56.55,https://magiceden.io/item-details/DLrh3yMC9Bw6iJGwNy44cetyZVREFMKMbRGWhHQbwwnF,Red,Salmon,None,None,Open,Mushroom,Bubble Gum
8610,250,416,0,https://alpha.art/t/7DuigLoq7y7nNjvh1Fu1NLoS23UJZizUTAUuzGzfaoWA,Purple,Zombie,Rich Jacket,None,Dollar Sign Googles,Elf Hat,Bubble Gum
8623,200,1521,0,https://alpha.art/t/9J9neLxTw8fr3YCgxQfmQinM4GfSd7HjZSu2tn39qd6z,Red,Pink,Purple Shirt,Earth,Laser,Beret,Bubble Gum
8625,10,548,25.3,https://magiceden.io/item-details/Doj5bb3HqZMkVtqAdi1WE3geGLRWA6nhnyqBUzK7VTyr,Yellow,Yellow,Piggy Tee,Gold Ring,Heart Eyes,Unicorn,Beaten
8627,8,4082,31.15,https://magiceden.io/item-details/5mnXkHwkLS3owGQ9UKDuzgWgcxJoxRCbcYmSM6Qpfxhd,Orange,Yellow,Bone Necklace,None,Hypnotize,Leprechaun Hat,Beaten
8650,10,2783,15.35,https://alpha.art/t/97i47enP8yq4phUTbPNhTwu1KRfFQNd529KKvX3yRioK,Green,Salmon,Red Jacket,Kiss,Dollar Sign Googles,None,Bubble Gum
8677,50,1576,0,https://alpha.art/t/63MHn33yk2Jw26wsjA4EYpZW4yvioUfg6CAAmUhS6zkG,Green,Salmon,None,Earth,Wink,Unicorn,Cigarette
8699,25,9737,0,https://magiceden.io/item-details/VXcmHZpXGQupTMfF5XLfpE2qV8R7ay39smJxMMouHMg,Red,Salmon,Pink Leather Jacket,None,Beaten,Santa Cap,Annoyed
8729,5,7814,45.2,https://alpha.art/t/6L3qLJQ6Q4wNFD7oP6gwyMTzcBechneAAttx8APDc8Dm,Purple,Pink,Piggy Tee,Amulet,High,Leprechaun Hat,Smiling
8742,22.5,461,0,https://alpha.art/t/CtDghudvM1ikigi4byjQZGT92UNiahovxq4itZ2tkw6g,Cyan,Solana,Red Jacket,Kiss,Open,Mushroom,Smiling
8763,10,3509,12.44,https://alpha.art/t/7K4hK5RFXpTri5ZsjFBgh5PrF6GTEMt6B8HF2Y42hv9K,Blue,Alien,Fancy Sweater,None,Sleeping,Mohawk Hair,Neutral
8780,5,9983,36.51,https://alpha.art/t/AFa6kj3pCe9dM399Kk3yQmdhEFvn81az1o81X2V7nmtG,Orange,Salmon,Fancy Sweater,None,Crying,Beanie,Neutral
8798,3.99,4159,70.94,https://solanart.io/search/?token=vnkjKvEnKmNMnJ9aW3icuALb94Hcrg7QAaeVFyjmVQy,Blue,Zombie,Singlet,Weed,Beaten,Elf Hat,Smiling
8809,10,1330,21.17,https://alpha.art/t/3G4Rvz5fgNB6HMHTYq9khDEi6m9LpGhjBKC9nN8s6JvV,Purple,Salmon,None,Palette,Wink,Royal Crown,Smiling
8811,12,9774,0,https://alpha.art/t/9JZfcw4GG7TJpfkxV8SpnFHjEydAn8TnDx1kLdMiV9A8,Blue,Salmon,Singlet,None,Focused,Fez,Beaten
8870,11.11,7228,0,https://magiceden.io/item-details/7bxRQAnNeH2ctNm9CAH2YB1X9397H1KKe2Rd6YjbLLBr,Red,Pink,Pink Leather Jacket,None,Heart Eyes,Fisherman Hat,Beaten
8888,5,600,75.1,https://magiceden.io/item-details/L4tydmyYE4kGzuoA6TnvKtH5gd6DbMrahoqLm2By3Jw,Orange,Pink,Bone Necklace,Gun,Sleeping,Party Hat,Biting Brush
8893,9.69,620,28.12,https://magiceden.io/item-details/CAaYMqjA9kwpH1njRwwyJi8crcEemBFHPFaVHFjVgAP8,Cyan,Salmon,None,Western,Hypnotize,Ice Cream,Braces
8912,4.89,5612,55.12,https://alpha.art/t/EutrfQ3zrcaqcPxxfmxSvsUWiA65BxxZZZpSu2CwdQqS,Orange,Salmon,Piggy Tee,Palette,Crying,Leprechaun Hat,Braces
8924,5.5,7210,42.62,https://alpha.art/t/7y8Ymkza5yyiAJzUjMXCzJVfhkBfMFctVjkfRpxzMHuD,Orange,Salmon,Pink Leather Jacket,Earth,Open,None,Biting Brush
8934,5,9877,36.94,https://alpha.art/t/2XZ7UU88avjV5LEgPK9qusMe84BaRxeKWWx3SY26Coid,Blue,Pink,Fancy Sweater,None,Open,Santa Cap,Smiling
8945,25,6521,0,https://magiceden.io/item-details/6vntTHebwJj2DRP6pUtAXMPqMYoyA8iWqyXGA92kyw9E,Cyan,Pink,Singlet,None,Beaten,Halo,Annoyed
8957,7,257,55.47,https://alpha.art/t/3VZpteVdfSzN1PF8N5SdTgTHx7Kp4HcyZFM6sdhzAFzU,Orange,Solana,Fancy Sweater,Western,Hypnotize,Spiky Hair,Annoyed
8976,22,7280,0,https://magiceden.io/item-details/gMkbvCcBkD1bA12oPJdAnJ1WBg69bLrw2eqczcmrtmG,Green,Yellow,Singlet,None,Closed,Mushroom,Weed
9039,4.5,4691,63.71,https://magiceden.io/item-details/AjKjPYJrRTMXwzrDapVMz9PQo4L2mu3rNFH5CJennZaJ,Yellow,Salmon,Piggy Tee,Gold Ring,Dollar Sign Googles,Sailor Cap,Smiling
9042,15,7807,0,https://solanart.io/search/?token=7UCg66Jkt6fonV8GDnv6uynkn7KT7F1pWaBc1zABWepS,Blue,Pink,Rich Jacket,None,Wink,Cowboy Hat,Neutral
9066,6.5,2583,51.15,https://alpha.art/t/67XGx735Pipt2njQpmud3XimCrEZBoRArVcxQj9RkU6t,Purple,Alien,Piggy Tee,Earth,Closed,Cowboy Hat,Annoyed
9083,2.9,8469,64.58,https://magiceden.io/item-details/XHrWTWx1RhFMagFcbzZksehjjaCwb4VczaQefrYQaY4,Green,Salmon,Fancy Sweater,Western,Focused,Leprechaun Hat,Smiling
9097,35,2163,0,https://alpha.art/t/2acpAE9TeLKLhdKZTEEaBcwKFRKcVX7WsKsTNSJs1Kw2,Cyan,Pink,Red Jacket,Solana,Crying,Afro Tail,Smiling
9129,6,2213,57.64,https://alpha.art/t/7AHmaJKdcgDmb7GA7ccoqjSQ5dQVURiEWixs3MT63WMb,Purple,Pink,Singlet,Earth,Coin,Cowboy Hat,Golden Teeth
9165,9.99,9830,0,https://alpha.art/t/Fm1hQnVvi27T6sab9UYHm4MTKkDVH9pfvwL2F8XN2fuA,Yellow,Salmon,Fancy Sweater,None,High,Beanie,Weed
9176,6.4,4549,44.28,https://alpha.art/t/61mgYvPHQhZrMv4oqdKmbXVSj7q4X6sjWRJVSFdUtnUb,Yellow,Yellow,Fancy Sweater,Gun,Open,Fisherman Hat,Cigarette
9250,5,6226,51.56,https://alpha.art/t/BtX9wyQFtYu1XpGKSwYS5N3AkGuegzM9JQvG9ntTc881,Green,Salmon,Piggy Tee,Amulet,Monocle,Mushroom,Annoyed
9269,17.8,6536,0,https://alpha.art/t/Hf2auSPuFNHr9rUoxgmmipbDwuvNJZwsGe45DsypEuHV,Purple,Yellow,Pink Leather Jacket,None,High,None,Cigarette
9275,2500,87,0,https://alpha.art/t/qjoEXhdjAm3vEvQ3ywbKDh6bN6mymLoWbuA5t5LJ7tD,Orange,Alien,Solana Tee,Earth,Sleeping,Beanie,Lick
9277,4.85,5961,54.12,https://alpha.art/t/BVuZLTCVmJ7H9dvSK6bRUFDUCZ3LirtGkX7gSnJBWnWB,Blue,Pink,Purple Shirt,Kiss,Sleeping,Cowboy Hat,Neutral
9278,3.55,2380,82.47,https://magiceden.io/item-details/Aa3pNAFxo8PHLerAw3u3YcB2Q9CrexHk521vVMgZLjWS,Cyan,Salmon,Piggy Tee,Red Diamond,3D Glasses,Elf Hat,Weed
9282,3.9,6132,63.94,https://magiceden.io/item-details/JDkUyU4hvuZnnb7pzCscBCQJvVBG6GXGRAasYu7poDEh,Yellow,Purple,None,None,Hypnotize,Officer Cap,Annoyed
9284,300,2876,0,https://alpha.art/t/3sPFmH8dg42PNTzZfVd5P2HLC8MHdqyqYJuZ8RhsxEYm,Blue,Yellow,Rich Jacket,Gun,Coin,Beanie,Neutral
9306,3.4,9931,53.72,https://magiceden.io/item-details/Hmdhbr3WjDVLphyzHv2tC2geL7JKtH7utXTEJZ2gWx1j,Orange,Salmon,Fancy Sweater,None,Open,Beanie,Lick
9329,13,2892,0,https://solanart.io/search/?token=2FdYET5H7LwuLsR5qC9SBtjqF1ZmDEmgNgV8wnU8TUaL,Red,Yellow,Bone Necklace,Weed,Beaten,Sailor Cap,Weed
9351,3.9,7047,59.27,https://alpha.art/t/8fxGxJy6Dv4m7XsmREC3yTZ18YUiXFZew8raWhXy6tnJ,Green,Pink,Fancy Sweater,Palette,Hypnotize,Fisherman Hat,Smiling
9355,13.55,2091,0,https://alpha.art/t/ALwbZqshbmm6kbfFupTyFwz8C5C9RnYJLyh649xdeSEx,Green,Alien,Red Jacket,None,High,Fez,Beaten
9366,12,7479,0,https://solanart.io/search/?token=AWwV7MUNzuzehxMF2iv31kUoRfGnFR1DRgfoJFRV4qzv,Green,Pink,Piggy Tee,Earth,High,Beret,Weed
9412,4.2,8713,50.6,https://magiceden.io/item-details/3dQjJj2vBSGVi3dq8VmJG5fGb7893boUSPNSyqGYZXVD,Red,Salmon,Singlet,Western,Closed,None,Lick
9426,3.2,6457,69.64,https://magiceden.io/item-details/A6rjbsfoR6xDfzpgg3PN5p6q5UnciPw5SfdrPtpCkddB,Green,Yellow,Star Tee,None,Beaten,Officer Cap,Bubble Gum
9428,3.63,2819,78.91,https://alpha.art/t/59NwZ9dDmwfPQrCKRsB2sLx1VEe31FkKo5xdfweBykB8,Orange,Pink,None,Western,3D Glasses,Fedora,Neutral
9449,9.9,7427,0,https://magiceden.io/item-details/4HYanaX2L6fSnFnXaDTApuKTiAoWvEc4PTXVB9koeAn5,Red,Salmon,Purple Shirt,None,Heart Eyes,Fedora,Lick
9457,4.87,8701,42.95,https://alpha.art/t/FLENeJuFRD1btq18M4hxULBEdijnu7qrXkdugTGUFfyw,Yellow,Purple,Piggy Tee,Kiss,Closed,Beanie,Smiling
9462,9,6015,13.41,https://solanart.io/search/?token=FX5X6ED1PqJh4E55M7yLD9gvpNudPEtMLCwGJKGWB5sh,Red,Pink,None,Western,Coin,Officer Cap,Smiling
9474,5,3085,65.14,https://magiceden.io/item-details/2hX5WnLcWKrZm6CzVFdZVh3TfJQRc7Lm83Vy6XDhXyFN,Purple,Salmon,Pink Leather Jacket,Gun,Dollar Sign Googles,Cowboy Hat,Annoyed
9485,10.7,8994,0,https://alpha.art/t/BDsJUZ747t9bkpeky3kPHn5T7n5T3NKscaVCPAXt3XtN,Cyan,Pink,Red Jacket,None,Closed,Fedora,Beaten
9508,49.5,876,0,https://alpha.art/t/BhR5uRrE5hvzBQ6XK27ANVtUPPTAT5GoegLLpWd6u3Nj,Cyan,Alien,Piggy Tee,Earth,Focused,Mushroom,Beaten
9524,10.7,9570,0,https://alpha.art/t/CuX3QGaVefkrb4CgWi1Ej7f81eRCvhJD2rQ92wnw9dfd,Red,Salmon,Piggy Tee,None,Hypnotize,Mohawk Hair,Annoyed
9542,4.9,9745,38.47,https://alpha.art/t/DjfzHcy1gY2JVG8eZLtGUEaEaZxcfDGXvk9uKLAK8pHb,Red,Salmon,Fancy Sweater,None,Wink,None,Beaten
9550,8,2142,37.92,https://alpha.art/t/5mmH5xNSqdXsGXkEuUSYFxoWCXM3wEGfCKK7257JCuL6,Cyan,Purple,Piggy Tee,Amulet,Crying,Afro Hair,Biting Brush
9557,5.8,9671,30.76,https://magiceden.io/item-details/EXDQPNyR3J9gQkGemriTQ3Ww977Bmfk1X67qFgvCT2dj,Red,Pink,Piggy Tee,None,High,Afro Tail,Smiling
9570,23.963,7821,0,https://alpha.art/t/ELxXJSH9cGQzWi1Pcxb7zHTqzQSHLhhS1Jhfit2iifJo,Blue,Salmon,Singlet,Palette,Star Eyes,Fez,Annoyed
9577,3.4,802,90.29,https://magiceden.io/item-details/5qZTMDq47iFex13vn69uYFrbBFF8nFYmJDoV4s4B8LZx,Blue,Pink,Pocket Watch,Palette,Sleeping,Leprechaun Hat,Party Horn
9596,30,1116,0,https://solanart.io/search/?token=4K8xGkMrcfGnmXQ4WKqa34smZdCXxaj63MYwayNLGUV9,Orange,Pink,Red Jacket,Palette,High,Fisherman Hat,Golden Teeth
9597,11,5747,0,https://alpha.art/t/Bz3omFCpva8P2uHKmUsNoCqMSkXmnEbpMcgkE3Af6fMx,Blue,Salmon,Purple Shirt,Kiss,Star Eyes,Sailor Cap,Smiling
9622,150,2212,0,https://solanart.io/search/?token=ASwkfnYTncVxcfU1q78xosSC5koocoyh6MYwXn7taeuu,Cyan,Purple,Singlet,Weed,Wink,Spiky Hair,Party Horn
9623,25,8169,0,https://alpha.art/t/7mi9XjouLoXu5gDvk83gp8e1h7XEqcbj9UzkcjcBW7EJ,Cyan,Pink,Fancy Sweater,None,Dollar Sign Googles,Beret,Smiling
9641,4.2,822,82.21,https://magiceden.io/item-details/FaaJrS7iRrQCqLvJPsBuF3M4Jj1Vqq3cy1iCoCrN6Ghj,Green,Alien,Piggy Tee,Gun,Beaten,Officer Cap,Lick
9664,18,3479,0,https://alpha.art/t/HfYbpF3tzXJjg4EYaxiQfAtNMvU4iX4942AoXKRt555p,Orange,Zombie,Singlet,None,Beaten,Party Hat,Annoyed
9686,3.49,2679,80.87,https://alpha.art/t/BtMAy8Xt3UPLNBZRAwXoSntgRaLquwAPGwFJciAoMWbZ,Green,Yellow,Pocket Watch,None,Coin,Elf Hat,Weed
9689,45,4401,0,https://alpha.art/t/FhFhMc92UgJ2jRiSCELhBpPR1UjpJc651CnW7GcTaDtZ,Cyan,Pink,Piggy Tee,Gold Ring,Crying,Beanie,Braces
9698,6.98,4295,39.5,https://alpha.art/t/CEpt8nM5wr8UHJs6jBTdThnTt55AuRtTUTVETA6GN7hw,Red,Zombie,Fancy Sweater,Western,High,Beanie,Neutral
9700,6.41,3828,47.07,https://alpha.art/t/DPEfwpunk8cHfwA7CSxtGfkFkVxY8fPJkerqwPPFnpqT,Red,Purple,Pocket Watch,None,Closed,Leprechaun Hat,Cigarette
9701,3,7455,66.64,https://alpha.art/t/2Gt64Doc76D8xzC719WaJ4RzCU8Ud2pHg3UUDmYpAM4f,Yellow,Yellow,Red Jacket,None,Coin,Mohawk Hair,Neutral
9713,13.47,5505,0,https://solanart.io/search/?token=872qmwrn9GpCtFWeKHojXPtdfeESiceK1d3rFrPHSNzV,Orange,Pink,Purple Shirt,Earth,Coin,Mohawk Hair,Neutral
9727,7,8697,21.66,https://alpha.art/t/BaodeMmAtrcPzbafrqjAzJnNG3dZETZFzwaLJULKzfSe,Blue,Pink,Bone Necklace,None,Open,None,Annoyed
9730,40,2698,0,https://alpha.art/t/Au1ikK4i14vc1FysKxVDCzRe5KpK4s55FjwdQ84ApmkS,Yellow,Yellow,Pocket Watch,Weed,Open,Fedora,Annoyed
9740,269,680,0,https://magiceden.io/item-details/HwrqCRiBjfu2WA1DS4tLzStSTv62HxwiafSdnWrJH7sA,Blue,Solana,Purple Shirt,Weed,Beaten,Beret,Annoyed
9741,7.99,1462,40.74,https://alpha.art/t/44CdijtjcHynxrxYato9CAYV4kn98pUYWn5A9P4t4FYz,Orange,Salmon,Singlet,Palette,Coin,Royal Crown,Bubble Gum
9743,1999,1914,0,https://alpha.art/t/3Zrwv3hEaNxVQFkG3csC1y9ZS8LmvskF7ka9ZUgSWSqn,Cyan,Solana,Star Tee,None,Focused,Beanie,Neutral
9747,5,6144,51.89,https://alpha.art/t/2KeSKZSfhxBiJzRTbv3Z2kFTBqzpbYbpVNWBtMyeptZ3,Red,Pink,Red Jacket,Earth,Open,Mohawk Hair,Bubble Gum
9758,15,3490,0,https://alpha.art/t/3kJjQTXmJuPABmBVamRz8dND2xLzbMQrPnb3R7tjoEUG,Blue,Purple,None,Weed,Coin,Fedora,Beaten
9778,350,5,0,https://alpha.art/t/ACA1b8uEydUurZknBTgzeHZccnjGaw6LSyXFNW9BUE5B,Orange,Alien,Purple Shirt,Solana,Coin,Fisherman Hat,Golden Teeth
9790,7.77,1695,42.01,https://alpha.art/t/FQJEh4EuFV9GWW3kYZ2gMNzMXMDj9TRnM6xLkpQtJEEU,Cyan,Salmon,Red Jacket,Earth,Laser,Mushroom,Annoyed
9819,5,8229,43.54,https://alpha.art/t/2gpzxxvCK2GD7jvb9NXQB1ykg46SyqZ9haHPNjd1aQE8,Red,Salmon,Singlet,Gold Ring,Crying,Leprechaun Hat,Smiling
9834,23,3932,0,https://alpha.art/t/4WHFVog4UcgT8WS9hJ5oBPGCzz35s4hXzSvyqc9iDnws,Blue,Purple,Fancy Sweater,Palette,Focused,Fez,Lick
9841,14.8,1651,0,https://solanart.io/search/?token=B6rJgzHd9sYst779QDC9wbTwS7GWf1sDRbgDNkhfYWrr,Orange,Purple,Singlet,Palette,Dollar Sign Googles,Afro Tail,Biting Brush
9842,5.8,9725,29.55,https://alpha.art/t/FqsFBEYq8MT5C7qDsXptjeX2JLHMv2rWZ8kQtWzuSGVQ,Purple,Yellow,Singlet,None,Closed,Cowboy Hat,Smiling
9865,29.5,827,0,https://alpha.art/t/DHxTDTmt9JfHgHd5BioAqXyn8478eyCHttSn3wBuANvc,Cyan,Pink,Artist Apron,Gold Ring,Dollar Sign Googles,Cowboy Hat,Biting Brush
9870,119,220,0,https://solanart.io/search/?token=29ajch5uL2wA33GrkviKNkYnqdZA2xgYnEcPkL9cKzxF,Yellow,Purple,Pocket Watch,Earth,High,Unicorn,Weed
9877,20,69,0,https://solanart.io/search/?token=DQcm1cLFJ7fMZJ7ZG4iSebZoipCnwW9TQnaftqVdfApk,Yellow,Alien,Solana Tee,Gold Ring,Wink,Afro Tail,Smiling
9882,5,569,74.22,https://alpha.art/t/BQKBBaz22x9F8PCfxRuUPG762XvkxpDo8UvA3TFzaxwG,Purple,Zombie,Star Tee,Earth,Crying,Cowboy Hat,Party Horn
9891,9.69,2130,22.07,https://solanart.io/search/?token=6i8YfCKvxaU7CAHKQT1vZTNb8TT9aUN7jMy4XBt2EMkf,Cyan,Purple,Artist Apron,Gun,Dollar Sign Googles,Beanie,Neutral
9932,33,350,0,https://alpha.art/t/93ANJxt8vJTpQT4RFf2SqAQ2j1EHSY6FoxdpShfyzAB2,Yellow,Alien,Bone Necklace,None,Dollar Sign Googles,Fisherman Hat,Cigarette
9957,69,927,0,https://solanart.io/search/?token=CqrPhNzfZx41hjxjQceSg2nsJrk6KZR6kcWzJCPx3dCr,Yellow,Yellow,Piggy Tee,Weed,Laser,Elf Hat,Lick
9969,19.799999,7127,0,https://solanart.io/search/?token=7FqKrRCyTTMo3yfCKCcAHHamUGyQG9AL6wwqXxLUMo4v,Cyan,Salmon,Pink Leather Jacket,Kiss,Wink,Leprechaun Hat,Smiling
9979,4.88,7557,47.43,https://alpha.art/t/5Q5CxK8k3eKugEJVmSMZ2pbsnytiDvXPZLghLgTofH3D,Blue,Yellow,Piggy Tee,Western,Beaten,Beanie,Cigarette
9999,10.99,2941,4.82,https://alpha.art/t/HH7iayUPjncT3aVE7EKF5ePzwJ4GvTLKw4vfY8U8ZyV8,Cyan,Pink,Red Jacket,Gold Ring,Heart Eyes,Afro Tail,Annoyed
10000,99,2835,0,https://alpha.art/t/Bzmt6dLBoyukCs1ysoENF95iWCXQ6Hd4SdZKutFTcVy5,Blue,Yellow,None,Red Diamond,Focused,Beret,Neutral
